#Average black hole accretion rate (BHAR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR)@log(Mpeak)=12 log10(BHAR)_16@log(Mpeak)=12 log10(BHAR)_84@log(Mpeak)=12 log10(BHAR)@log(Mpeak)=13 log10(BHAR)_16@log(Mpeak)=13 log10(BHAR)_84@log(Mpeak)=13 log10(BHAR)@log(Mpeak)=14 log10(BHAR)_16@log(Mpeak)=14 log10(BHAR)_84@log(Mpeak)=14 log10(BHAR)@log(Mpeak)=15 log10(BHAR)_16@log(Mpeak)=15 log10(BHAR)_84@log(Mpeak)=15
1.157787 -2.431981 -2.456495 -2.301657 -1.412656 -1.454612 -1.304576 -1.890188 -1.903384 -1.538241 -1.632385 -1.673586 -1.271486
1.152647 -2.426852 -2.451229 -2.296510 -1.417549 -1.459453 -1.308796 -1.897215 -1.910989 -1.542945 -1.629737 -1.670893 -1.270531
1.147520 -2.421723 -2.445962 -2.291364 -1.422443 -1.464295 -1.313016 -1.904241 -1.918593 -1.547650 -1.627088 -1.668201 -1.269577
1.142405 -2.416594 -2.440696 -2.286217 -1.427337 -1.469136 -1.317236 -1.911267 -1.926198 -1.552354 -1.624440 -1.665508 -1.268623
1.137302 -2.411465 -2.435429 -2.281071 -1.432230 -1.473977 -1.321456 -1.918294 -1.933802 -1.557059 -1.621791 -1.662815 -1.267668
1.132211 -2.406668 -2.430500 -2.276261 -1.437185 -1.478917 -1.325728 -1.924959 -1.941141 -1.561564 -1.619280 -1.660288 -1.266653
1.127132 -2.401976 -2.425677 -2.271557 -1.442159 -1.483888 -1.330016 -1.931513 -1.948398 -1.566007 -1.616811 -1.657812 -1.265619
1.122065 -2.397284 -2.420854 -2.266853 -1.447133 -1.488858 -1.334305 -1.938066 -1.955654 -1.570451 -1.614343 -1.655336 -1.264585
1.117010 -2.392592 -2.416031 -2.262148 -1.452107 -1.493828 -1.338593 -1.944619 -1.962911 -1.574894 -1.611875 -1.652861 -1.263551
1.111968 -2.387899 -2.411207 -2.257444 -1.457081 -1.498799 -1.342881 -1.951172 -1.970167 -1.579337 -1.609406 -1.650385 -1.262517
1.106937 -2.383207 -2.406384 -2.252740 -1.462055 -1.503769 -1.347170 -1.957726 -1.977424 -1.583780 -1.606938 -1.647909 -1.261483
1.101919 -2.378634 -2.401688 -2.248154 -1.467049 -1.508770 -1.351467 -1.964150 -1.984537 -1.588154 -1.604521 -1.645449 -1.260445
1.096912 -2.374388 -2.397342 -2.243894 -1.472097 -1.513856 -1.355790 -1.970219 -1.991258 -1.592338 -1.602243 -1.643033 -1.259397
1.091917 -2.370142 -2.392996 -2.239633 -1.477145 -1.518942 -1.360113 -1.976289 -1.997978 -1.596522 -1.599966 -1.640616 -1.258348
1.086934 -2.365896 -2.388650 -2.235373 -1.482193 -1.524028 -1.364436 -1.982359 -2.004699 -1.600706 -1.597689 -1.638200 -1.257300
1.081963 -2.361650 -2.384304 -2.231112 -1.487241 -1.529114 -1.368759 -1.988428 -2.011419 -1.604890 -1.595411 -1.635783 -1.256252
1.077004 -2.357404 -2.379958 -2.226852 -1.492290 -1.534200 -1.373082 -1.994498 -2.018140 -1.609074 -1.593134 -1.633366 -1.255204
1.072057 -2.353158 -2.375611 -2.222592 -1.497338 -1.539285 -1.377405 -2.000568 -2.024860 -1.613258 -1.590856 -1.630950 -1.254156
1.067121 -2.349275 -2.371616 -2.218670 -1.502446 -1.544420 -1.381778 -2.006269 -2.031152 -1.617255 -1.588726 -1.628773 -1.253073
1.062198 -2.345499 -2.367725 -2.214847 -1.507572 -1.549569 -1.386165 -2.011862 -2.037317 -1.621196 -1.586638 -1.626666 -1.251980
1.057286 -2.341723 -2.363833 -2.211025 -1.512698 -1.554718 -1.390552 -2.017454 -2.043482 -1.625138 -1.584551 -1.624560 -1.250887
1.052385 -2.337947 -2.359941 -2.207203 -1.517824 -1.559867 -1.394939 -2.023047 -2.049647 -1.629079 -1.582464 -1.622454 -1.249794
1.047497 -2.334171 -2.356050 -2.203380 -1.522950 -1.565016 -1.399327 -2.028640 -2.055812 -1.633021 -1.580376 -1.620347 -1.248701
1.042620 -2.330395 -2.352158 -2.199558 -1.528076 -1.570165 -1.403714 -2.034232 -2.061977 -1.636963 -1.578289 -1.618241 -1.247608
1.037754 -2.326745 -2.348387 -2.195843 -1.533222 -1.575340 -1.408121 -2.039688 -2.067976 -1.640818 -1.576251 -1.616153 -1.246519
1.032900 -2.323422 -2.344929 -2.192407 -1.538420 -1.580582 -1.412580 -2.044785 -2.073541 -1.644448 -1.574340 -1.614111 -1.245442
1.028058 -2.320100 -2.341472 -2.188972 -1.543619 -1.585824 -1.417038 -2.049883 -2.079107 -1.648077 -1.572430 -1.612070 -1.244365
1.023227 -2.316777 -2.338014 -2.185536 -1.548817 -1.591067 -1.421497 -2.054981 -2.084673 -1.651707 -1.570519 -1.610029 -1.243288
1.018408 -2.313455 -2.334556 -2.182100 -1.554016 -1.596309 -1.425956 -2.060079 -2.090238 -1.655337 -1.568609 -1.607988 -1.242211
1.013600 -2.310132 -2.331099 -2.178665 -1.559214 -1.601551 -1.430415 -2.065177 -2.095804 -1.658967 -1.566698 -1.605947 -1.241133
1.008804 -2.306810 -2.327641 -2.175229 -1.564413 -1.606793 -1.434873 -2.070275 -2.101370 -1.662597 -1.564788 -1.603905 -1.240056
1.004019 -2.303849 -2.324519 -2.172106 -1.569686 -1.612099 -1.439431 -2.074993 -2.106443 -1.666024 -1.563013 -1.601852 -1.238957
0.999246 -2.300988 -2.321490 -2.169070 -1.574980 -1.617422 -1.444017 -2.079606 -2.111380 -1.669395 -1.561275 -1.599795 -1.237852
0.994484 -2.298128 -2.318461 -2.166034 -1.580273 -1.622746 -1.448602 -2.084219 -2.116316 -1.672765 -1.559538 -1.597738 -1.236746
0.989733 -2.295268 -2.315432 -2.162998 -1.585567 -1.628069 -1.453188 -2.088832 -2.121252 -1.676136 -1.557801 -1.595681 -1.235641
0.984993 -2.292408 -2.312403 -2.159962 -1.590861 -1.633393 -1.457774 -2.093445 -2.126189 -1.679507 -1.556063 -1.593624 -1.234536
0.980265 -2.289548 -2.309375 -2.156925 -1.596154 -1.638717 -1.462359 -2.098058 -2.131125 -1.682878 -1.554326 -1.591567 -1.233430
0.975548 -2.286809 -2.306467 -2.154000 -1.601475 -1.644061 -1.466978 -2.102536 -2.135863 -1.686189 -1.552637 -1.589577 -1.232344
0.970843 -2.284371 -2.303863 -2.151348 -1.606863 -1.649457 -1.471680 -2.106680 -2.140108 -1.689353 -1.551070 -1.587752 -1.231306
0.966148 -2.281934 -2.301258 -2.148696 -1.612251 -1.654853 -1.476383 -2.110823 -2.144352 -1.692516 -1.549502 -1.585928 -1.230267
0.961465 -2.279496 -2.298653 -2.146044 -1.617639 -1.660249 -1.481085 -2.114966 -2.148597 -1.695680 -1.547934 -1.584104 -1.229229
0.956793 -2.277059 -2.296049 -2.143393 -1.623026 -1.665645 -1.485787 -2.119109 -2.152842 -1.698844 -1.546366 -1.582280 -1.228191
0.952132 -2.274622 -2.293444 -2.140741 -1.628414 -1.671041 -1.490489 -2.123252 -2.157087 -1.702007 -1.544798 -1.580456 -1.227152
0.947482 -2.272184 -2.290840 -2.138089 -1.633802 -1.676437 -1.495192 -2.127395 -2.161331 -1.705171 -1.543231 -1.578632 -1.226114
0.942843 -2.270028 -2.288525 -2.135705 -1.639257 -1.681936 -1.499949 -2.131172 -2.165124 -1.708162 -1.541797 -1.576907 -1.225099
0.938215 -2.267946 -2.286287 -2.133391 -1.644730 -1.687461 -1.504721 -2.134852 -2.168799 -1.711107 -1.540399 -1.575209 -1.224091
0.933599 -2.265864 -2.284049 -2.131077 -1.650203 -1.692986 -1.509493 -2.138532 -2.172473 -1.714052 -1.539001 -1.573510 -1.223082
0.928993 -2.263782 -2.281811 -2.128764 -1.655676 -1.698511 -1.514264 -2.142213 -2.176148 -1.716998 -1.537603 -1.571812 -1.222074
0.924398 -2.261700 -2.279573 -2.126450 -1.661149 -1.704036 -1.519036 -2.145893 -2.179822 -1.719943 -1.536205 -1.570113 -1.221066
0.919814 -2.259618 -2.277335 -2.124136 -1.666622 -1.709561 -1.523808 -2.149573 -2.183496 -1.722888 -1.534807 -1.568414 -1.220057
0.915242 -2.257639 -2.275194 -2.121927 -1.672119 -1.715112 -1.528607 -2.153119 -2.187000 -1.725758 -1.533458 -1.566742 -1.219046
0.910680 -2.255904 -2.273286 -2.119965 -1.677670 -1.720724 -1.533469 -2.156348 -2.190100 -1.728448 -1.532226 -1.565132 -1.218027
0.906128 -2.254169 -2.271378 -2.118004 -1.683221 -1.726335 -1.538332 -2.159577 -2.193199 -1.731139 -1.530994 -1.563522 -1.217009
0.901588 -2.252434 -2.269469 -2.116043 -1.688773 -1.731947 -1.543194 -2.162807 -2.196299 -1.733829 -1.529761 -1.561912 -1.215990
0.897059 -2.250699 -2.267561 -2.114082 -1.694324 -1.737559 -1.548057 -2.166036 -2.199398 -1.736520 -1.528529 -1.560302 -1.214971
0.892540 -2.248964 -2.265652 -2.112120 -1.699876 -1.743170 -1.552919 -2.169265 -2.202498 -1.739210 -1.527296 -1.558692 -1.213953
0.888032 -2.247229 -2.263744 -2.110159 -1.705427 -1.748782 -1.557782 -2.172494 -2.205598 -1.741900 -1.526064 -1.557082 -1.212934
0.883535 -2.245768 -2.262131 -2.108456 -1.711038 -1.754455 -1.562677 -2.175376 -2.208268 -1.744477 -1.524958 -1.555619 -1.211988
0.879048 -2.244374 -2.260591 -2.106817 -1.716664 -1.760144 -1.567580 -2.178172 -2.210833 -1.747026 -1.523884 -1.554191 -1.211059
0.874572 -2.242981 -2.259052 -2.105178 -1.722289 -1.765833 -1.572484 -2.180968 -2.213397 -1.749574 -1.522810 -1.552764 -1.210130
0.870107 -2.241587 -2.257512 -2.103538 -1.727915 -1.771522 -1.577387 -2.183765 -2.215961 -1.752123 -1.521736 -1.551337 -1.209201
0.865653 -2.240194 -2.255972 -2.101899 -1.733541 -1.777211 -1.582290 -2.186561 -2.218526 -1.754672 -1.520662 -1.549909 -1.208273
0.861209 -2.238800 -2.254432 -2.100260 -1.739166 -1.782900 -1.587193 -2.189357 -2.221090 -1.757221 -1.519588 -1.548482 -1.207344
0.856776 -2.237511 -2.253005 -2.098725 -1.744815 -1.788590 -1.592100 -2.192040 -2.223529 -1.759728 -1.518562 -1.547063 -1.206435
0.852353 -2.236459 -2.251833 -2.097426 -1.750516 -1.794283 -1.597015 -2.194469 -2.225684 -1.762141 -1.517643 -1.545663 -1.205571
0.847941 -2.235407 -2.250660 -2.096127 -1.756216 -1.799976 -1.601930 -2.196897 -2.227838 -1.764555 -1.516725 -1.544263 -1.204707
0.843539 -2.234354 -2.249487 -2.094828 -1.761917 -1.805669 -1.606844 -2.199325 -2.229993 -1.766968 -1.515806 -1.542862 -1.203844
0.839148 -2.233302 -2.248315 -2.093529 -1.767617 -1.811362 -1.611759 -2.201754 -2.232147 -1.769381 -1.514888 -1.541462 -1.202980
0.834767 -2.232250 -2.247142 -2.092230 -1.773318 -1.817055 -1.616674 -2.204182 -2.234302 -1.771794 -1.513969 -1.540062 -1.202116
0.830397 -2.231197 -2.245969 -2.090931 -1.779018 -1.822748 -1.621589 -2.206610 -2.236457 -1.774208 -1.513050 -1.538662 -1.201252
0.826037 -2.230409 -2.245061 -2.089897 -1.784773 -1.828491 -1.626574 -2.208836 -2.238369 -1.776579 -1.512254 -1.537414 -1.200466
0.821687 -2.229682 -2.244214 -2.088925 -1.790540 -1.834246 -1.631575 -2.211014 -2.240226 -1.778940 -1.511485 -1.536201 -1.199698
0.817348 -2.228955 -2.243367 -2.087953 -1.796308 -1.840001 -1.636576 -2.213193 -2.242082 -1.781301 -1.510717 -1.534989 -1.198930
0.813019 -2.228228 -2.242520 -2.086981 -1.802075 -1.845756 -1.641577 -2.215371 -2.243939 -1.783662 -1.509948 -1.533776 -1.198162
0.808701 -2.227501 -2.241673 -2.086009 -1.807842 -1.851510 -1.646578 -2.217550 -2.245796 -1.786023 -1.509180 -1.532563 -1.197394
0.804392 -2.226774 -2.240825 -2.085037 -1.813609 -1.857265 -1.651580 -2.219728 -2.247652 -1.788384 -1.508411 -1.531351 -1.196625
0.800095 -2.226147 -2.240088 -2.084158 -1.819397 -1.863024 -1.656592 -2.221820 -2.249364 -1.790699 -1.507689 -1.530197 -1.195894
0.795807 -2.225735 -2.239587 -2.083477 -1.825227 -1.868792 -1.661631 -2.223727 -2.250765 -1.792914 -1.507067 -1.529171 -1.195241
0.791529 -2.225324 -2.239086 -2.082796 -1.831058 -1.874560 -1.666669 -2.225634 -2.252165 -1.795129 -1.506445 -1.528145 -1.194588
0.787262 -2.224912 -2.238585 -2.082115 -1.836889 -1.880328 -1.671708 -2.227541 -2.253565 -1.797344 -1.505822 -1.527118 -1.193936
0.783005 -2.224501 -2.238084 -2.081434 -1.842719 -1.886095 -1.676746 -2.229448 -2.254965 -1.799559 -1.505200 -1.526092 -1.193283
0.778758 -2.224089 -2.237583 -2.080754 -1.848550 -1.891863 -1.681785 -2.231355 -2.256365 -1.801774 -1.504578 -1.525066 -1.192630
0.774521 -2.223677 -2.237082 -2.080073 -1.854381 -1.897631 -1.686823 -2.233262 -2.257766 -1.803989 -1.503956 -1.524040 -1.191977
0.770294 -2.223519 -2.236810 -2.079632 -1.860262 -1.903457 -1.691846 -2.234958 -2.259025 -1.806135 -1.503451 -1.523135 -1.191408
0.766077 -2.223416 -2.236588 -2.079242 -1.866155 -1.909296 -1.696865 -2.236609 -2.260253 -1.808266 -1.502972 -1.522256 -1.190856
0.761871 -2.223313 -2.236366 -2.078853 -1.872048 -1.915135 -1.701885 -2.238261 -2.261481 -1.810398 -1.502493 -1.521378 -1.190305
0.757674 -2.223209 -2.236145 -2.078463 -1.877941 -1.920974 -1.706904 -2.239912 -2.262710 -1.812529 -1.502014 -1.520499 -1.189753
0.753487 -2.223106 -2.235923 -2.078074 -1.883833 -1.926813 -1.711923 -2.241563 -2.263938 -1.814660 -1.501535 -1.519620 -1.189202
0.749310 -2.223003 -2.235701 -2.077684 -1.889726 -1.932652 -1.716942 -2.243214 -2.265166 -1.816792 -1.501056 -1.518742 -1.188650
0.745144 -2.222998 -2.235582 -2.077388 -1.895639 -1.938522 -1.721979 -2.244792 -2.266345 -1.818896 -1.500622 -1.517876 -1.188128
0.740987 -2.223195 -2.235674 -2.077282 -1.901592 -1.944458 -1.727053 -2.246222 -2.267421 -1.820944 -1.500283 -1.517037 -1.187667
0.736840 -2.223391 -2.235767 -2.077177 -1.907546 -1.950393 -1.732127 -2.247651 -2.268498 -1.822992 -1.499944 -1.516198 -1.187205
0.732703 -2.223588 -2.235859 -2.077072 -1.913500 -1.956328 -1.737201 -2.249080 -2.269574 -1.825040 -1.499605 -1.515359 -1.186744
0.728576 -2.223785 -2.235952 -2.076966 -1.919454 -1.962264 -1.742275 -2.250509 -2.270650 -1.827088 -1.499267 -1.514519 -1.186283
0.724458 -2.223982 -2.236044 -2.076861 -1.925407 -1.968199 -1.747349 -2.251939 -2.271727 -1.829136 -1.498928 -1.513680 -1.185821
0.720351 -2.224179 -2.236137 -2.076756 -1.931361 -1.974135 -1.752423 -2.253368 -2.272803 -1.831184 -1.498589 -1.512841 -1.185360
0.716253 -2.224622 -2.236488 -2.076911 -1.937356 -1.980108 -1.757555 -2.254642 -2.273791 -1.833180 -1.498365 -1.512207 -1.184974
0.712165 -2.225114 -2.236892 -2.077119 -1.943360 -1.986090 -1.762697 -2.255884 -2.274761 -1.835166 -1.498165 -1.511615 -1.184604
0.708087 -2.225607 -2.237296 -2.077327 -1.949364 -1.992071 -1.767840 -2.257127 -2.275732 -1.837153 -1.497965 -1.511023 -1.184233
0.704018 -2.226100 -2.237700 -2.077535 -1.955368 -1.998053 -1.772982 -2.258370 -2.276702 -1.839139 -1.497765 -1.510431 -1.183863
0.699959 -2.226593 -2.238104 -2.077743 -1.961372 -2.004034 -1.778125 -2.259612 -2.277672 -1.841125 -1.497564 -1.509839 -1.183493
0.695910 -2.227085 -2.238508 -2.077951 -1.967376 -2.010016 -1.783268 -2.260855 -2.278642 -1.843111 -1.497364 -1.509247 -1.183123
0.691870 -2.227673 -2.239008 -2.078261 -1.973388 -2.015998 -1.788414 -2.262042 -2.279558 -1.845077 -1.497210 -1.508724 -1.182786
0.687840 -2.228448 -2.239698 -2.078770 -1.979415 -2.021981 -1.793567 -2.263123 -2.280367 -1.847003 -1.497145 -1.508336 -1.182517
0.683820 -2.229223 -2.240388 -2.079279 -1.985442 -2.027964 -1.798720 -2.264203 -2.281175 -1.848929 -1.497080 -1.507949 -1.182247
0.679809 -2.229998 -2.241079 -2.079789 -1.991470 -2.033947 -1.803873 -2.265283 -2.281984 -1.850854 -1.497016 -1.507561 -1.181978
0.675808 -2.230773 -2.241769 -2.080298 -1.997497 -2.039931 -1.809026 -2.266363 -2.282793 -1.852780 -1.496951 -1.507174 -1.181708
0.671816 -2.231548 -2.242460 -2.080807 -2.003524 -2.045914 -1.814179 -2.267443 -2.283601 -1.854706 -1.496886 -1.506787 -1.181439
0.667834 -2.232323 -2.243150 -2.081317 -2.009551 -2.051897 -1.819332 -2.268523 -2.284410 -1.856632 -1.496821 -1.506399 -1.181169
0.663861 -2.233330 -2.244077 -2.082070 -2.015600 -2.057895 -1.824481 -2.269489 -2.285161 -1.858494 -1.496869 -1.506026 -1.180943
0.659898 -2.234379 -2.245049 -2.082870 -2.021653 -2.063895 -1.829629 -2.270434 -2.285902 -1.860344 -1.496939 -1.505656 -1.180726
0.655944 -2.235429 -2.246021 -2.083669 -2.027706 -2.069896 -1.834777 -2.271378 -2.286643 -1.862195 -1.497008 -1.505286 -1.180509
0.652000 -2.236479 -2.246993 -2.084469 -2.033760 -2.075897 -1.839925 -2.272323 -2.287384 -1.864045 -1.497077 -1.504916 -1.180292
0.648065 -2.237528 -2.247965 -2.085269 -2.039813 -2.081897 -1.845073 -2.273267 -2.288125 -1.865896 -1.497146 -1.504545 -1.180074
0.644139 -2.238578 -2.248937 -2.086068 -2.045866 -2.087898 -1.850221 -2.274212 -2.288866 -1.867746 -1.497216 -1.504175 -1.179857
0.640223 -2.239720 -2.249998 -2.086965 -2.051929 -2.093897 -1.855366 -2.275118 -2.289571 -1.869563 -1.497330 -1.503876 -1.179663
0.636316 -2.241037 -2.251228 -2.088045 -2.058011 -2.099891 -1.860505 -2.275952 -2.290206 -1.871317 -1.497531 -1.503712 -1.179511
0.632419 -2.242354 -2.252458 -2.089124 -2.064093 -2.105886 -1.865645 -2.276786 -2.290842 -1.873072 -1.497731 -1.503548 -1.179359
0.628530 -2.243671 -2.253688 -2.090204 -2.070174 -2.111880 -1.870784 -2.277620 -2.291477 -1.874826 -1.497931 -1.503384 -1.179207
0.624651 -2.244988 -2.254917 -2.091283 -2.076256 -2.117875 -1.875923 -2.278454 -2.292113 -1.876580 -1.498131 -1.503219 -1.179055
0.620781 -2.246305 -2.256147 -2.092363 -2.082338 -2.123870 -1.881062 -2.279288 -2.292749 -1.878334 -1.498332 -1.503055 -1.178904
0.616921 -2.247622 -2.257377 -2.093442 -2.088420 -2.129864 -1.886202 -2.280122 -2.293384 -1.880088 -1.498532 -1.502891 -1.178752
0.613069 -2.249160 -2.258854 -2.094752 -2.094529 -2.135875 -1.891336 -2.280881 -2.293976 -1.881787 -1.498841 -1.502895 -1.178681
0.609227 -2.250738 -2.260374 -2.096101 -2.100643 -2.141889 -1.896469 -2.281627 -2.294561 -1.883476 -1.499169 -1.502927 -1.178623
0.605394 -2.252315 -2.261894 -2.097451 -2.106758 -2.147903 -1.901602 -2.282373 -2.295146 -1.885165 -1.499497 -1.502960 -1.178566
0.601570 -2.253892 -2.263414 -2.098800 -2.112872 -2.153917 -1.906735 -2.283119 -2.295731 -1.886855 -1.499825 -1.502993 -1.178509
0.597755 -2.255470 -2.264934 -2.100150 -2.118986 -2.159931 -1.911868 -2.283865 -2.296315 -1.888544 -1.500153 -1.503026 -1.178452
0.593949 -2.257047 -2.266454 -2.101499 -2.125100 -2.165945 -1.917001 -2.284612 -2.296900 -1.890233 -1.500482 -1.503059 -1.178394
0.590153 -2.258716 -2.268062 -2.102932 -2.131227 -2.171958 -1.922147 -2.285334 -2.297448 -1.891923 -1.500855 -1.503126 -1.178356
0.586365 -2.260550 -2.269828 -2.104516 -2.137379 -2.177970 -1.927315 -2.286013 -2.297931 -1.893613 -1.501310 -1.503255 -1.178353
0.582586 -2.262384 -2.271593 -2.106099 -2.143530 -2.183982 -1.932483 -2.286692 -2.298413 -1.895303 -1.501765 -1.503384 -1.178349
0.578817 -2.264219 -2.273359 -2.107683 -2.149682 -2.189994 -1.937651 -2.287371 -2.298895 -1.896993 -1.502220 -1.503513 -1.178345
0.575056 -2.266053 -2.275125 -2.109266 -2.155833 -2.196006 -1.942819 -2.288050 -2.299378 -1.898683 -1.502675 -1.503642 -1.178341
0.571304 -2.267887 -2.276891 -2.110850 -2.161984 -2.202018 -1.947986 -2.288730 -2.299860 -1.900373 -1.503131 -1.503771 -1.178338
0.567562 -2.269721 -2.278657 -2.112433 -2.168136 -2.208030 -1.953154 -2.289409 -2.300343 -1.902063 -1.503586 -1.503900 -1.178334
0.563828 -2.271825 -2.280679 -2.114292 -2.174323 -2.214068 -1.958422 -2.290046 -2.300777 -1.903693 -1.504150 -1.504063 -1.178391
0.560103 -2.273972 -2.282743 -2.116196 -2.180516 -2.220111 -1.963705 -2.290677 -2.301203 -1.905312 -1.504731 -1.504230 -1.178457
0.556387 -2.276118 -2.284806 -2.118099 -2.186709 -2.226154 -1.968989 -2.291308 -2.301629 -1.906931 -1.505313 -1.504398 -1.178524
0.552680 -2.278265 -2.286870 -2.120003 -2.192902 -2.232196 -1.974272 -2.291939 -2.302055 -1.908550 -1.505894 -1.504566 -1.178590
0.548981 -2.280412 -2.288934 -2.121906 -2.199095 -2.238239 -1.979555 -2.292570 -2.302481 -1.910170 -1.506476 -1.504733 -1.178657
0.545292 -2.282559 -2.290998 -2.123810 -2.205289 -2.244282 -1.984839 -2.293201 -2.302907 -1.911789 -1.507057 -1.504901 -1.178723
0.541611 -2.284818 -2.293170 -2.125815 -2.211499 -2.250351 -1.990115 -2.293821 -2.303285 -1.913353 -1.507685 -1.505103 -1.178827
0.537939 -2.287270 -2.295529 -2.127996 -2.217739 -2.256467 -1.995380 -2.294422 -2.303580 -1.914821 -1.508392 -1.505364 -1.178996
0.534275 -2.289722 -2.297889 -2.130177 -2.223979 -2.262582 -2.000645 -2.295022 -2.303874 -1.916289 -1.509100 -1.505624 -1.179166
0.530621 -2.292174 -2.300249 -2.132358 -2.230219 -2.268698 -2.005910 -2.295622 -2.304169 -1.917757 -1.509807 -1.505885 -1.179335
0.526975 -2.294626 -2.302609 -2.134539 -2.236459 -2.274813 -2.011175 -2.296223 -2.304464 -1.919224 -1.510514 -1.506146 -1.179504
0.523338 -2.297078 -2.304968 -2.136721 -2.242699 -2.280929 -2.016439 -2.296823 -2.304759 -1.920692 -1.511222 -1.506406 -1.179673
0.519709 -2.299530 -2.307328 -2.138902 -2.248939 -2.287045 -2.021704 -2.297423 -2.305053 -1.922160 -1.511929 -1.506667 -1.179842
0.516089 -2.302243 -2.309929 -2.141323 -2.255228 -2.293202 -2.026969 -2.298053 -2.305390 -1.923580 -1.512747 -1.507029 -1.180096
0.512478 -2.304995 -2.312566 -2.143780 -2.261523 -2.299366 -2.032234 -2.298687 -2.305733 -1.924992 -1.513581 -1.507406 -1.180362
0.508875 -2.307747 -2.315203 -2.146237 -2.267819 -2.305530 -2.037500 -2.299321 -2.306076 -1.926404 -1.514415 -1.507784 -1.180628
0.505281 -2.310499 -2.317839 -2.148694 -2.274114 -2.311694 -2.042765 -2.299956 -2.306418 -1.927816 -1.515248 -1.508161 -1.180894
0.501696 -2.313251 -2.320476 -2.151151 -2.280410 -2.317858 -2.048030 -2.300590 -2.306761 -1.929228 -1.516082 -1.508538 -1.181161
0.498119 -2.316003 -2.323113 -2.153608 -2.286705 -2.324022 -2.053295 -2.301224 -2.307104 -1.930640 -1.516916 -1.508915 -1.181427
0.494551 -2.318865 -2.325862 -2.156167 -2.293023 -2.330188 -2.058580 -2.301880 -2.307442 -1.931987 -1.517797 -1.509324 -1.181703
0.490991 -2.321911 -2.328796 -2.158892 -2.299380 -2.336358 -2.063898 -2.302572 -2.307770 -1.933227 -1.518757 -1.509783 -1.181997
0.487439 -2.324956 -2.331731 -2.161618 -2.305736 -2.342527 -2.069215 -2.303264 -2.308099 -1.934468 -1.519718 -1.510243 -1.182290
0.483896 -2.328002 -2.334666 -2.164344 -2.312093 -2.348697 -2.074533 -2.303956 -2.308427 -1.935708 -1.520678 -1.510703 -1.182584
0.480362 -2.331047 -2.337600 -2.167070 -2.318449 -2.354866 -2.079851 -2.304647 -2.308756 -1.936948 -1.521638 -1.511163 -1.182877
0.476835 -2.334093 -2.340535 -2.169796 -2.324806 -2.361036 -2.085169 -2.305339 -2.309084 -1.938188 -1.522598 -1.511623 -1.183171
0.473318 -2.337138 -2.343469 -2.172522 -2.331162 -2.367206 -2.090486 -2.306031 -2.309413 -1.939429 -1.523558 -1.512082 -1.183464
0.469808 -2.340439 -2.346659 -2.175492 -2.337577 -2.373452 -2.095798 -2.306778 -2.309675 -1.940552 -1.524630 -1.512655 -1.183814
0.466307 -2.343775 -2.349884 -2.178495 -2.344001 -2.379710 -2.101109 -2.307531 -2.309928 -1.941660 -1.525717 -1.513242 -1.184172
0.462815 -2.347110 -2.353109 -2.181498 -2.350424 -2.385967 -2.106420 -2.308285 -2.310182 -1.942768 -1.526804 -1.513829 -1.184529
0.459330 -2.350446 -2.356334 -2.184501 -2.356847 -2.392224 -2.111731 -2.309038 -2.310435 -1.943875 -1.527891 -1.514416 -1.184887
0.455854 -2.353781 -2.359558 -2.187504 -2.363271 -2.398481 -2.117042 -2.309792 -2.310689 -1.944983 -1.528979 -1.515004 -1.185245
0.452386 -2.357116 -2.362783 -2.190507 -2.369694 -2.404739 -2.122353 -2.310546 -2.310942 -1.946091 -1.530066 -1.515591 -1.185602
0.448927 -2.360563 -2.366125 -2.193615 -2.376143 -2.411001 -2.127640 -2.311324 -2.311208 -1.947206 -1.531202 -1.516165 -1.185986
0.445476 -2.364186 -2.369654 -2.196889 -2.382634 -2.417272 -2.132890 -2.312143 -2.311494 -1.948334 -1.532417 -1.516719 -1.186412
0.442033 -2.367810 -2.373184 -2.200163 -2.389125 -2.423542 -2.138139 -2.312961 -2.311781 -1.949461 -1.533632 -1.517273 -1.186837
0.438598 -2.371433 -2.376713 -2.203438 -2.395616 -2.429813 -2.143389 -2.313780 -2.312067 -1.950589 -1.534848 -1.517827 -1.187263
0.435171 -2.375056 -2.380242 -2.206712 -2.402107 -2.436084 -2.148639 -2.314598 -2.312353 -1.951716 -1.536063 -1.518380 -1.187689
0.431753 -2.378680 -2.383771 -2.209986 -2.408598 -2.442355 -2.153888 -2.315417 -2.312639 -1.952843 -1.537278 -1.518934 -1.188114
0.428342 -2.382303 -2.387300 -2.213260 -2.415089 -2.448626 -2.159138 -2.316236 -2.312925 -1.953971 -1.538493 -1.519488 -1.188540
0.424940 -2.386182 -2.391130 -2.216770 -2.421644 -2.454991 -2.164353 -2.317114 -2.313279 -1.955060 -1.539823 -1.520140 -1.188983
0.421546 -2.390093 -2.394997 -2.220308 -2.428207 -2.461368 -2.169564 -2.318000 -2.313641 -1.956144 -1.541168 -1.520804 -1.189429
0.418160 -2.394003 -2.398865 -2.223846 -2.434770 -2.467744 -2.174775 -2.318886 -2.314004 -1.957228 -1.542512 -1.521469 -1.189875
