#Average average black hole accretion rate (BHAR) to star formation rate (SFR) ratio as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(BHAR/SFR)
7.610788 11.900000 -3.698858
7.610788 11.950000 -3.602464
7.610788 12.000000 -3.506071
7.610788 12.050000 -3.409678
7.610788 12.100000 -3.313285
7.566672 11.000000 -5.730686
7.566672 11.050000 -5.605826
7.566672 11.100000 -5.480967
7.566672 11.150000 -5.360576
7.566672 11.200000 -5.240185
7.566672 11.250000 -5.119793
7.566672 11.300000 -4.999401
7.566672 11.350000 -4.884332
7.566672 11.400000 -4.769262
7.566672 11.450000 -4.654192
7.566672 11.500000 -4.539122
7.566672 11.550000 -4.430125
7.566672 11.600000 -4.321126
7.566672 11.650000 -4.212127
7.566672 11.700000 -4.103129
7.566672 11.750000 -4.000718
7.566672 11.800000 -3.898308
7.566672 11.850000 -3.795899
7.566672 11.900000 -3.693488
7.566672 11.950000 -3.597809
7.566672 12.000000 -3.502130
7.566672 12.050000 -3.406452
7.566672 12.100000 -3.310773
7.522556 11.000000 -5.709619
7.522556 11.050000 -5.585738
7.522556 11.100000 -5.461857
7.522556 11.150000 -5.342405
7.522556 11.200000 -5.222953
7.522556 11.250000 -5.103501
7.522556 11.300000 -4.984050
7.522556 11.350000 -4.869871
7.522556 11.400000 -4.755692
7.522556 11.450000 -4.641513
7.522556 11.500000 -4.527334
7.522556 11.550000 -4.419169
7.522556 11.600000 -4.311004
7.522556 11.650000 -4.202838
7.522556 11.700000 -4.094673
7.522556 11.750000 -3.993035
7.522556 11.800000 -3.891397
7.522556 11.850000 -3.789758
7.522556 11.900000 -3.688119
7.522556 11.950000 -3.593155
7.522556 12.000000 -3.498189
7.522556 12.050000 -3.403225
7.522556 12.100000 -3.308260
7.478440 11.000000 -5.688551
7.478440 11.050000 -5.565649
7.478440 11.100000 -5.442747
7.478440 11.150000 -5.324234
7.478440 11.200000 -5.205722
7.478440 11.250000 -5.087210
7.478440 11.300000 -4.968697
7.478440 11.350000 -4.855409
7.478440 11.400000 -4.742120
7.478440 11.450000 -4.628832
7.478440 11.500000 -4.515545
7.478440 11.550000 -4.408213
7.478440 11.600000 -4.300882
7.478440 11.650000 -4.193550
7.478440 11.700000 -4.086219
7.478440 11.750000 -3.985352
7.478440 11.800000 -3.884484
7.478440 11.850000 -3.783617
7.478440 11.900000 -3.682749
7.478440 11.950000 -3.588499
7.478440 12.000000 -3.494248
7.478440 12.050000 -3.399998
7.478440 12.100000 -3.305747
7.435002 11.000000 -5.670016
7.435002 11.050000 -5.548036
7.435002 11.100000 -5.426057
7.435002 11.150000 -5.308423
7.435002 11.200000 -5.190791
7.435002 11.250000 -5.073158
7.435002 11.300000 -4.955525
7.435002 11.350000 -4.843064
7.435002 11.400000 -4.730604
7.435002 11.450000 -4.618144
7.435002 11.500000 -4.505683
7.435002 11.550000 -4.399121
7.435002 11.600000 -4.292558
7.435002 11.650000 -4.185996
7.435002 11.700000 -4.079434
7.435002 11.750000 -3.979273
7.435002 11.800000 -3.879113
7.435002 11.850000 -3.778953
7.435002 11.900000 -3.678792
7.435002 11.950000 -3.585195
7.435002 12.000000 -3.491597
7.435002 12.050000 -3.397999
7.435002 12.100000 -3.304402
7.435002 12.150000 -3.217229
7.391565 11.000000 -5.651480
7.391565 11.050000 -5.530424
7.391565 11.100000 -5.409366
7.391565 11.150000 -5.292613
7.391565 11.200000 -5.175859
7.391565 11.250000 -5.059106
7.391565 11.300000 -4.942353
7.391565 11.350000 -4.830720
7.391565 11.400000 -4.719087
7.391565 11.450000 -4.607454
7.391565 11.500000 -4.495821
7.391565 11.550000 -4.390028
7.391565 11.600000 -4.284234
7.391565 11.650000 -4.178441
7.391565 11.700000 -4.072648
7.391565 11.750000 -3.973195
7.391565 11.800000 -3.873742
7.391565 11.850000 -3.774288
7.391565 11.900000 -3.674835
7.391565 11.950000 -3.581890
7.391565 12.000000 -3.488945
7.391565 12.050000 -3.396001
7.391565 12.100000 -3.303057
7.391565 12.150000 -3.216489
7.348127 11.000000 -5.632945
7.348127 11.050000 -5.512811
7.348127 11.100000 -5.392676
7.348127 11.150000 -5.276802
7.348127 11.200000 -5.160928
7.348127 11.250000 -5.045054
7.348127 11.300000 -4.929181
7.348127 11.350000 -4.818375
7.348127 11.400000 -4.707570
7.348127 11.450000 -4.596765
7.348127 11.500000 -4.485959
7.348127 11.550000 -4.380934
7.348127 11.600000 -4.275910
7.348127 11.650000 -4.170886
7.348127 11.700000 -4.065862
7.348127 11.750000 -3.967116
7.348127 11.800000 -3.868370
7.348127 11.850000 -3.769624
7.348127 11.900000 -3.670878
7.348127 11.950000 -3.578586
7.348127 12.000000 -3.486294
7.348127 12.050000 -3.394003
7.348127 12.100000 -3.301711
7.348127 12.150000 -3.215749
7.305357 11.000000 -5.603912
7.305357 11.050000 -5.484636
7.305357 11.100000 -5.365360
7.305357 11.150000 -5.250345
7.305357 11.200000 -5.135330
7.305357 11.250000 -5.020316
7.305357 11.300000 -4.905300
7.305357 11.350000 -4.795353
7.305357 11.400000 -4.685404
7.305357 11.450000 -4.575455
7.305357 11.500000 -4.465508
7.305357 11.550000 -4.361334
7.305357 11.600000 -4.257161
7.305357 11.650000 -4.152987
7.305357 11.700000 -4.048813
7.305357 11.750000 -3.950907
7.305357 11.800000 -3.853000
7.305357 11.850000 -3.755094
7.305357 11.900000 -3.657187
7.305357 11.950000 -3.565722
7.305357 12.000000 -3.474256
7.305357 12.050000 -3.382790
7.305357 12.100000 -3.291324
7.305357 12.150000 -3.206156
7.262586 11.000000 -5.574878
7.262586 11.050000 -5.456461
7.262586 11.100000 -5.338045
7.262586 11.150000 -5.223888
7.262586 11.200000 -5.109732
7.262586 11.250000 -4.995576
7.262586 11.300000 -4.881421
7.262586 11.350000 -4.772329
7.262586 11.400000 -4.663238
7.262586 11.450000 -4.554147
7.262586 11.500000 -4.445056
7.262586 11.550000 -4.341733
7.262586 11.600000 -4.238410
7.262586 11.650000 -4.135088
7.262586 11.700000 -4.031765
7.262586 11.750000 -3.934698
7.262586 11.800000 -3.837631
7.262586 11.850000 -3.740564
7.262586 11.900000 -3.643498
7.262586 11.950000 -3.552857
7.262586 12.000000 -3.462218
7.262586 12.050000 -3.371578
7.262586 12.100000 -3.280939
7.262586 12.150000 -3.196563
7.262586 12.200000 -3.112188
7.219816 11.000000 -5.545845
7.219816 11.050000 -5.428287
7.219816 11.100000 -5.310728
7.219816 11.150000 -5.197431
7.219816 11.200000 -5.084135
7.219816 11.250000 -4.970838
7.219816 11.300000 -4.857541
7.219816 11.350000 -4.749307
7.219816 11.400000 -4.641072
7.219816 11.450000 -4.532839
7.219816 11.500000 -4.424604
7.219816 11.550000 -4.322132
7.219816 11.600000 -4.219660
7.219816 11.650000 -4.117189
7.219816 11.700000 -4.014716
7.219816 11.750000 -3.918490
7.219816 11.800000 -3.822262
7.219816 11.850000 -3.726035
7.219816 11.900000 -3.629807
7.219816 11.950000 -3.539994
7.219816 12.000000 -3.450180
7.219816 12.050000 -3.360367
7.219816 12.100000 -3.270552
7.219816 12.150000 -3.186970
7.219816 12.200000 -3.103389
7.177703 11.000000 -5.524503
7.177703 11.050000 -5.407804
7.177703 11.100000 -5.291104
7.177703 11.150000 -5.178640
7.177703 11.200000 -5.066176
7.177703 11.250000 -4.953711
7.177703 11.300000 -4.841248
7.177703 11.350000 -4.733813
7.177703 11.400000 -4.626378
7.177703 11.450000 -4.518944
7.177703 11.500000 -4.411509
7.177703 11.550000 -4.309797
7.177703 11.600000 -4.208086
7.177703 11.650000 -4.106374
7.177703 11.700000 -4.004661
7.177703 11.750000 -3.909149
7.177703 11.800000 -3.813637
7.177703 11.850000 -3.718125
7.177703 11.900000 -3.622614
7.177703 11.950000 -3.533473
7.177703 12.000000 -3.444331
7.177703 12.050000 -3.355190
7.177703 12.100000 -3.266049
7.177703 12.150000 -3.183100
7.177703 12.200000 -3.100153
7.135591 11.000000 -5.503162
7.135591 11.050000 -5.387321
7.135591 11.100000 -5.271480
7.135591 11.150000 -5.159848
7.135591 11.200000 -5.048217
7.135591 11.250000 -4.936586
7.135591 11.300000 -4.824954
7.135591 11.350000 -4.718320
7.135591 11.400000 -4.611684
7.135591 11.450000 -4.505050
7.135591 11.500000 -4.398414
7.135591 11.550000 -4.297462
7.135591 11.600000 -4.196510
7.135591 11.650000 -4.095557
7.135591 11.700000 -3.994605
7.135591 11.750000 -3.899809
7.135591 11.800000 -3.805013
7.135591 11.850000 -3.710217
7.135591 11.900000 -3.615421
7.135591 11.950000 -3.526952
7.135591 12.000000 -3.438483
7.135591 12.050000 -3.350013
7.135591 12.100000 -3.261544
7.135591 12.150000 -3.179231
7.135591 12.200000 -3.096918
7.135591 12.250000 -3.014605
7.093478 11.000000 -5.481820
7.093478 11.050000 -5.366837
7.093478 11.100000 -5.251855
7.093478 11.150000 -5.141057
7.093478 11.200000 -5.030259
7.093478 11.250000 -4.919460
7.093478 11.300000 -4.808662
7.093478 11.350000 -4.702826
7.093478 11.400000 -4.596990
7.093478 11.450000 -4.491155
7.093478 11.500000 -4.385319
7.093478 11.550000 -4.285127
7.093478 11.600000 -4.184935
7.093478 11.650000 -4.084742
7.093478 11.700000 -3.984550
7.093478 11.750000 -3.890470
7.093478 11.800000 -3.796389
7.093478 11.850000 -3.702309
7.093478 11.900000 -3.608228
7.093478 11.950000 -3.520431
7.093478 12.000000 -3.432634
7.093478 12.050000 -3.344837
7.093478 12.100000 -3.257040
7.093478 12.150000 -3.175361
7.093478 12.200000 -3.093683
7.093478 12.250000 -3.012005
7.052012 11.000000 -5.464021
7.052012 11.050000 -5.349859
7.052012 11.100000 -5.235698
7.052012 11.150000 -5.125685
7.052012 11.200000 -5.015673
7.052012 11.250000 -4.905660
7.052012 11.300000 -4.795647
7.052012 11.350000 -4.690556
7.052012 11.400000 -4.585465
7.052012 11.450000 -4.480373
7.052012 11.500000 -4.375282
7.052012 11.550000 -4.275786
7.052012 11.600000 -4.176290
7.052012 11.650000 -4.076795
7.052012 11.700000 -3.977299
7.052012 11.750000 -3.883866
7.052012 11.800000 -3.790432
7.052012 11.850000 -3.696997
7.052012 11.900000 -3.603563
7.052012 11.950000 -3.516365
7.052012 12.000000 -3.429168
7.052012 12.050000 -3.341970
7.052012 12.100000 -3.254772
7.052012 12.150000 -3.173659
7.052012 12.200000 -3.092546
7.052012 12.250000 -3.011433
7.010547 11.000000 -5.446222
7.010547 11.050000 -5.332881
7.010547 11.100000 -5.219540
7.010547 11.150000 -5.110314
7.010547 11.200000 -5.001087
7.010547 11.250000 -4.891860
7.010547 11.300000 -4.782633
7.010547 11.350000 -4.678286
7.010547 11.400000 -4.573939
7.010547 11.450000 -4.469592
7.010547 11.500000 -4.365244
7.010547 11.550000 -4.266445
7.010547 11.600000 -4.167646
7.010547 11.650000 -4.068847
7.010547 11.700000 -3.970048
7.010547 11.750000 -3.877261
7.010547 11.800000 -3.784474
7.010547 11.850000 -3.691686
7.010547 11.900000 -3.598899
7.010547 11.950000 -3.512301
7.010547 12.000000 -3.425701
7.010547 12.050000 -3.339103
7.010547 12.100000 -3.252505
7.010547 12.150000 -3.171956
7.010547 12.200000 -3.091409
7.010547 12.250000 -3.010861
6.969082 11.000000 -5.428424
6.969082 11.050000 -5.315903
6.969082 11.100000 -5.203383
6.969082 11.150000 -5.094942
6.969082 11.200000 -4.986502
6.969082 11.250000 -4.878061
6.969082 11.300000 -4.769620
6.969082 11.350000 -4.666017
6.969082 11.400000 -4.562413
6.969082 11.450000 -4.458810
6.969082 11.500000 -4.355206
6.969082 11.550000 -4.257104
6.969082 11.600000 -4.159002
6.969082 11.650000 -4.060900
6.969082 11.700000 -3.962797
6.969082 11.750000 -3.870657
6.969082 11.800000 -3.778516
6.969082 11.850000 -3.686375
6.969082 11.900000 -3.594234
6.969082 11.950000 -3.508235
6.969082 12.000000 -3.422236
6.969082 12.050000 -3.336237
6.969082 12.100000 -3.250237
6.969082 12.150000 -3.170255
6.969082 12.200000 -3.090272
6.969082 12.250000 -3.010290
6.969082 12.300000 -2.930308
6.928253 11.000000 -5.412949
6.928253 11.050000 -5.301205
6.928253 11.100000 -5.189461
6.928253 11.150000 -5.081757
6.928253 11.200000 -4.974053
6.928253 11.250000 -4.866349
6.928253 11.300000 -4.758645
6.928253 11.350000 -4.655733
6.928253 11.400000 -4.552821
6.928253 11.450000 -4.449908
6.928253 11.500000 -4.346996
6.928253 11.550000 -4.249536
6.928253 11.600000 -4.152075
6.928253 11.650000 -4.054614
6.928253 11.700000 -3.957153
6.928253 11.750000 -3.865603
6.928253 11.800000 -3.774053
6.928253 11.850000 -3.682503
6.928253 11.900000 -3.590954
6.928253 11.950000 -3.505499
6.928253 12.000000 -3.420045
6.928253 12.050000 -3.334590
6.928253 12.100000 -3.249136
6.928253 12.150000 -3.169669
6.928253 12.200000 -3.090202
6.928253 12.250000 -3.010735
6.928253 12.300000 -2.931267
6.887425 11.000000 -5.397474
6.887425 11.050000 -5.286507
6.887425 11.100000 -5.175538
6.887425 11.150000 -5.068571
6.887425 11.200000 -4.961604
6.887425 11.250000 -4.854637
6.887425 11.300000 -4.747671
6.887425 11.350000 -4.645449
6.887425 11.400000 -4.543228
6.887425 11.450000 -4.441007
6.887425 11.500000 -4.338787
6.887425 11.550000 -4.241967
6.887425 11.600000 -4.145148
6.887425 11.650000 -4.048329
6.887425 11.700000 -3.951509
6.887425 11.750000 -3.860550
6.887425 11.800000 -3.769591
6.887425 11.850000 -3.678632
6.887425 11.900000 -3.587672
6.887425 11.950000 -3.502763
6.887425 12.000000 -3.417854
6.887425 12.050000 -3.332944
6.887425 12.100000 -3.248035
6.887425 12.150000 -3.169084
6.887425 12.200000 -3.090131
6.887425 12.250000 -3.011179
6.887425 12.300000 -2.932228
6.846597 11.000000 -5.382000
6.846597 11.050000 -5.271808
6.846597 11.100000 -5.161617
6.846597 11.150000 -5.055386
6.846597 11.200000 -4.949156
6.846597 11.250000 -4.842926
6.846597 11.300000 -4.736696
6.846597 11.350000 -4.635166
6.846597 11.400000 -4.533636
6.846597 11.450000 -4.432107
6.846597 11.500000 -4.330577
6.846597 11.550000 -4.234399
6.846597 11.600000 -4.138221
6.846597 11.650000 -4.042043
6.846597 11.700000 -3.945864
6.846597 11.750000 -3.855496
6.846597 11.800000 -3.765128
6.846597 11.850000 -3.674760
6.846597 11.900000 -3.584392
6.846597 11.950000 -3.500027
6.846597 12.000000 -3.415663
6.846597 12.050000 -3.331298
6.846597 12.100000 -3.246934
6.846597 12.150000 -3.168497
6.846597 12.200000 -3.090061
6.846597 12.250000 -3.011624
6.846597 12.300000 -2.933188
6.846597 12.350000 -2.860762
6.806396 11.000000 -5.368588
6.806396 11.050000 -5.259129
6.806396 11.100000 -5.149670
6.806396 11.150000 -5.044130
6.806396 11.200000 -4.938589
6.806396 11.250000 -4.833048
6.806396 11.300000 -4.727507
6.806396 11.350000 -4.626618
6.806396 11.400000 -4.525729
6.806396 11.450000 -4.424840
6.806396 11.500000 -4.323950
6.806396 11.550000 -4.228362
6.806396 11.600000 -4.132772
6.806396 11.650000 -4.037184
6.806396 11.700000 -3.941594
6.806396 11.750000 -3.851764
6.806396 11.800000 -3.761935
6.806396 11.850000 -3.672105
6.806396 11.900000 -3.582275
6.806396 11.950000 -3.498404
6.806396 12.000000 -3.414535
6.806396 12.050000 -3.330664
6.806396 12.100000 -3.246795
6.806396 12.150000 -3.168826
6.806396 12.200000 -3.090858
6.806396 12.250000 -3.012890
6.806396 12.300000 -2.934921
6.806396 12.350000 -2.862954
6.766195 11.000000 -5.355177
6.766195 11.050000 -5.246450
6.766195 11.100000 -5.137725
6.766195 11.150000 -5.032874
6.766195 11.200000 -4.928022
6.766195 11.250000 -4.823171
6.766195 11.300000 -4.718319
6.766195 11.350000 -4.618071
6.766195 11.400000 -4.517822
6.766195 11.450000 -4.417574
6.766195 11.500000 -4.317325
6.766195 11.550000 -4.222325
6.766195 11.600000 -4.127324
6.766195 11.650000 -4.032324
6.766195 11.700000 -3.937324
6.766195 11.750000 -3.848032
6.766195 11.800000 -3.758741
6.766195 11.850000 -3.669450
6.766195 11.900000 -3.580158
6.766195 11.950000 -3.496782
6.766195 12.000000 -3.413406
6.766195 12.050000 -3.330030
6.766195 12.100000 -3.246655
6.766195 12.150000 -3.169155
6.766195 12.200000 -3.091655
6.766195 12.250000 -3.014155
6.766195 12.300000 -2.936655
6.766195 12.350000 -2.865147
6.725995 11.000000 -5.341764
6.725995 11.050000 -5.233771
6.725995 11.100000 -5.125779
6.725995 11.150000 -5.021617
6.725995 11.200000 -4.917455
6.725995 11.250000 -4.813293
6.725995 11.300000 -4.709132
6.725995 11.350000 -4.609523
6.725995 11.400000 -4.509915
6.725995 11.450000 -4.410307
6.725995 11.500000 -4.310699
6.725995 11.550000 -4.216288
6.725995 11.600000 -4.121877
6.725995 11.650000 -4.027465
6.725995 11.700000 -3.933054
6.725995 11.750000 -3.844301
6.725995 11.800000 -3.755548
6.725995 11.850000 -3.666794
6.725995 11.900000 -3.578041
6.725995 11.950000 -3.495160
6.725995 12.000000 -3.412279
6.725995 12.050000 -3.329397
6.725995 12.100000 -3.246515
6.725995 12.150000 -3.169484
6.725995 12.200000 -3.092452
6.725995 12.250000 -3.015421
6.725995 12.300000 -2.938389
6.725995 12.350000 -2.867340
6.686412 11.000000 -5.320923
6.686412 11.050000 -5.213623
6.686412 11.100000 -5.106324
6.686412 11.150000 -5.002844
6.686412 11.200000 -4.899365
6.686412 11.250000 -4.795885
6.686412 11.300000 -4.692405
6.686412 11.350000 -4.593466
6.686412 11.400000 -4.494528
6.686412 11.450000 -4.395589
6.686412 11.500000 -4.296651
6.686412 11.550000 -4.202894
6.686412 11.600000 -4.109137
6.686412 11.650000 -4.015381
6.686412 11.700000 -3.921625
6.686412 11.750000 -3.833509
6.686412 11.800000 -3.745394
6.686412 11.850000 -3.657278
6.686412 11.900000 -3.569163
6.686412 11.950000 -3.486903
6.686412 12.000000 -3.404643
6.686412 12.050000 -3.322383
6.686412 12.100000 -3.240123
6.686412 12.150000 -3.163702
6.686412 12.200000 -3.087280
6.686412 12.250000 -3.010859
6.686412 12.300000 -2.934438
6.686412 12.350000 -2.864005
6.686412 12.400000 -2.793571
6.646829 11.000000 -5.300081
6.646829 11.050000 -5.193474
6.646829 11.100000 -5.086868
6.646829 11.150000 -4.984070
6.646829 11.200000 -4.881273
6.646829 11.250000 -4.778476
6.646829 11.300000 -4.675678
6.646829 11.350000 -4.577409
6.646829 11.400000 -4.479141
6.646829 11.450000 -4.380871
6.646829 11.500000 -4.282603
6.646829 11.550000 -4.189501
6.646829 11.600000 -4.096398
6.646829 11.650000 -4.003297
6.646829 11.700000 -3.910195
6.646829 11.750000 -3.822717
6.646829 11.800000 -3.735240
6.646829 11.850000 -3.647762
6.646829 11.900000 -3.560284
6.646829 11.950000 -3.478646
6.646829 12.000000 -3.397008
6.646829 12.050000 -3.315369
6.646829 12.100000 -3.233731
6.646829 12.150000 -3.157920
6.646829 12.200000 -3.082109
6.646829 12.250000 -3.006298
6.646829 12.300000 -2.930487
6.646829 12.350000 -2.860670
6.646829 12.400000 -2.790853
6.607246 11.000000 -5.279239
6.607246 11.050000 -5.173325
6.607246 11.100000 -5.067413
6.607246 11.150000 -4.965297
6.607246 11.200000 -4.863182
6.607246 11.250000 -4.761067
6.607246 11.300000 -4.658951
6.607246 11.350000 -4.561352
6.607246 11.400000 -4.463752
6.607246 11.450000 -4.366154
6.607246 11.500000 -4.268554
6.607246 11.550000 -4.176107
6.607246 11.600000 -4.083660
6.607246 11.650000 -3.991213
6.607246 11.700000 -3.898766
6.607246 11.750000 -3.811926
6.607246 11.800000 -3.725086
6.607246 11.850000 -3.638246
6.607246 11.900000 -3.551406
6.607246 11.950000 -3.470389
6.607246 12.000000 -3.389373
6.607246 12.050000 -3.308355
6.607246 12.100000 -3.227338
6.607246 12.150000 -3.152138
6.607246 12.200000 -3.076937
6.607246 12.250000 -3.001736
6.607246 12.300000 -2.926536
6.607246 12.350000 -2.857335
6.607246 12.400000 -2.788133
6.568271 11.000000 -5.261909
6.568271 11.050000 -5.156681
6.568271 11.100000 -5.051451
6.568271 11.150000 -4.949997
6.568271 11.200000 -4.848542
6.568271 11.250000 -4.747087
6.568271 11.300000 -4.645632
6.568271 11.350000 -4.548665
6.568271 11.400000 -4.451699
6.568271 11.450000 -4.354732
6.568271 11.500000 -4.257766
6.568271 11.550000 -4.165922
6.568271 11.600000 -4.074078
6.568271 11.650000 -3.982234
6.568271 11.700000 -3.890390
6.568271 11.750000 -3.804122
6.568271 11.800000 -3.717854
6.568271 11.850000 -3.631588
6.568271 11.900000 -3.545320
6.568271 11.950000 -3.464847
6.568271 12.000000 -3.384374
6.568271 12.050000 -3.303902
6.568271 12.100000 -3.223429
6.568271 12.150000 -3.148755
6.568271 12.200000 -3.074081
6.568271 12.250000 -2.999406
6.568271 12.300000 -2.924732
6.568271 12.350000 -2.856059
6.568271 12.400000 -2.787385
6.529297 11.000000 -5.244579
6.529297 11.050000 -5.140035
6.529297 11.100000 -5.035490
6.529297 11.150000 -4.934696
6.529297 11.200000 -4.833901
6.529297 11.250000 -4.733107
6.529297 11.300000 -4.632312
6.529297 11.350000 -4.535978
6.529297 11.400000 -4.439645
6.529297 11.450000 -4.343311
6.529297 11.500000 -4.246978
6.529297 11.550000 -4.155737
6.529297 11.600000 -4.064496
6.529297 11.650000 -3.973255
6.529297 11.700000 -3.882014
6.529297 11.750000 -3.796318
6.529297 11.800000 -3.710624
6.529297 11.850000 -3.624929
6.529297 11.900000 -3.539234
6.529297 11.950000 -3.459305
6.529297 12.000000 -3.379377
6.529297 12.050000 -3.299448
6.529297 12.100000 -3.219521
6.529297 12.150000 -3.145372
6.529297 12.200000 -3.071224
6.529297 12.250000 -2.997077
6.529297 12.300000 -2.922929
6.529297 12.350000 -2.854783
6.529297 12.400000 -2.786637
6.529297 12.450000 -2.718492
6.490323 11.000000 -5.227249
6.490323 11.050000 -5.123390
6.490323 11.100000 -5.019530
6.490323 11.150000 -4.919396
6.490323 11.200000 -4.819261
6.490323 11.250000 -4.719127
6.490323 11.300000 -4.618993
6.490323 11.350000 -4.523292
6.490323 11.400000 -4.427591
6.490323 11.450000 -4.331890
6.490323 11.500000 -4.236190
6.490323 11.550000 -4.145552
6.490323 11.600000 -4.054914
6.490323 11.650000 -3.964276
6.490323 11.700000 -3.873638
6.490323 11.750000 -3.788516
6.490323 11.800000 -3.703393
6.490323 11.850000 -3.618270
6.490323 11.900000 -3.533147
6.490323 11.950000 -3.453763
6.490323 12.000000 -3.374379
