#Average black hole merger rate (BHMR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHMR)@log(Mpeak)=12 log10(BHMR)_16@log(Mpeak)=12 log10(BHMR)_84@log(Mpeak)=12 log10(BHMR)@log(Mpeak)=13 log10(BHMR)_16@log(Mpeak)=13 log10(BHMR)_84@log(Mpeak)=13 log10(BHMR)@log(Mpeak)=14 log10(BHMR)_16@log(Mpeak)=14 log10(BHMR)_84@log(Mpeak)=14 log10(BHMR)@log(Mpeak)=15 log10(BHMR)_16@log(Mpeak)=15 log10(BHMR)_84@log(Mpeak)=15
0.398012 -5.198350 -7.527730 -5.280162 -3.655460 -5.882938 -3.693914 -2.443668 -4.680658 -2.509118 -1.420279 -3.760430 -1.536895
0.394682 -5.196888 -7.526622 -5.278224 -3.656762 -5.878577 -3.693846 -2.441484 -4.676153 -2.507486 -1.419337 -3.755097 -1.536108
0.391360 -5.195426 -7.525513 -5.276287 -3.658065 -5.874216 -3.693778 -2.439300 -4.671648 -2.505855 -1.418395 -3.749764 -1.535322
0.388046 -5.193965 -7.524405 -5.274350 -3.659367 -5.869855 -3.693711 -2.437115 -4.667144 -2.504223 -1.417453 -3.744431 -1.534536
0.384740 -5.192503 -7.523297 -5.272412 -3.660670 -5.865494 -3.693643 -2.434931 -4.662639 -2.502592 -1.416511 -3.739098 -1.533750
0.381441 -5.191262 -7.521366 -5.270679 -3.662182 -5.864835 -3.694818 -2.432828 -4.660570 -2.500544 -1.415610 -3.738685 -1.533088
0.378151 -5.190045 -7.519346 -5.268968 -3.663717 -5.864584 -3.696130 -2.430734 -4.658769 -2.498450 -1.414715 -3.738813 -1.532439
0.374868 -5.188828 -7.517325 -5.267257 -3.665252 -5.864332 -3.697442 -2.428639 -4.656969 -2.496356 -1.413819 -3.738942 -1.531790
0.371593 -5.187611 -7.515305 -5.265546 -3.666788 -5.864081 -3.698754 -2.426545 -4.655168 -2.494262 -1.412923 -3.739071 -1.531141
0.368326 -5.186394 -7.513284 -5.263835 -3.668323 -5.863830 -3.700066 -2.424450 -4.653367 -2.492168 -1.412027 -3.739200 -1.530492
0.365067 -5.185177 -7.511264 -5.262125 -3.669858 -5.863579 -3.701378 -2.422356 -4.651567 -2.490074 -1.411132 -3.739329 -1.529843
0.361815 -5.184064 -7.509957 -5.260554 -3.671500 -5.864082 -3.702678 -2.420298 -4.650273 -2.488022 -1.410254 -3.739969 -1.529196
0.358572 -5.183103 -7.509694 -5.259188 -3.673297 -5.865690 -3.703962 -2.418293 -4.649723 -2.486033 -1.409403 -3.741360 -1.528552
0.355336 -5.182143 -7.509432 -5.257822 -3.675095 -5.867297 -3.705245 -2.416288 -4.649172 -2.484044 -1.408552 -3.742751 -1.527908
0.352107 -5.181183 -7.509169 -5.256456 -3.676892 -5.868904 -3.706529 -2.414282 -4.648622 -2.482055 -1.407701 -3.744142 -1.527264
0.348887 -5.180223 -7.508907 -5.255089 -3.678690 -5.870512 -3.707813 -2.412277 -4.648071 -2.480067 -1.406850 -3.745533 -1.526620
0.345674 -5.179262 -7.508644 -5.253723 -3.680487 -5.872119 -3.709096 -2.410272 -4.647520 -2.478078 -1.405999 -3.746923 -1.525976
0.342468 -5.178302 -7.508382 -5.252357 -3.682285 -5.873726 -3.710380 -2.408267 -4.646970 -2.476089 -1.405148 -3.748314 -1.525332
0.339271 -5.177587 -7.508769 -5.251440 -3.684317 -5.875246 -3.711632 -2.406338 -4.646975 -2.472897 -1.404336 -3.749747 -1.524085
0.336081 -5.176896 -7.509219 -5.250567 -3.686372 -5.876758 -3.712881 -2.404416 -4.647034 -2.469587 -1.403526 -3.751185 -1.522780
0.332898 -5.176205 -7.509670 -5.249693 -3.688428 -5.878269 -3.714130 -2.402494 -4.647094 -2.466278 -1.402717 -3.752622 -1.521475
0.329723 -5.175514 -7.510120 -5.248820 -3.690483 -5.879781 -3.715379 -2.400572 -4.647153 -2.462969 -1.401908 -3.754059 -1.520169
0.326556 -5.174824 -7.510570 -5.247947 -3.692539 -5.881292 -3.716628 -2.398650 -4.647212 -2.459659 -1.401099 -3.755496 -1.518864
0.323396 -5.174133 -7.511021 -5.247073 -3.694594 -5.882804 -3.717877 -2.396728 -4.647272 -2.456350 -1.400290 -3.756933 -1.517559
0.320244 -5.173560 -7.511287 -5.246310 -3.696741 -5.884242 -3.719355 -2.394839 -4.647340 -2.453749 -1.399497 -3.758389 -1.515766
0.317099 -5.173153 -7.511295 -5.245703 -3.699015 -5.885577 -3.721153 -2.392997 -4.647422 -2.452146 -1.398727 -3.759871 -1.513289
0.313962 -5.172746 -7.511302 -5.245096 -3.701290 -5.886912 -3.722951 -2.391154 -4.647503 -2.450542 -1.397958 -3.761353 -1.510811
0.310832 -5.172339 -7.511310 -5.244489 -3.703564 -5.888247 -3.724749 -2.389312 -4.647584 -2.448939 -1.397188 -3.762835 -1.508334
0.307710 -5.171932 -7.511317 -5.243881 -3.705839 -5.889581 -3.726548 -2.387469 -4.647666 -2.447336 -1.396418 -3.764317 -1.505857
0.304595 -5.171525 -7.511325 -5.243274 -3.708113 -5.890916 -3.728346 -2.385627 -4.647747 -2.445732 -1.395648 -3.765799 -1.503379
0.301487 -5.171118 -7.511333 -5.242667 -3.710388 -5.892251 -3.730144 -2.383785 -4.647829 -2.444129 -1.394879 -3.767281 -1.500902
0.298387 -5.170982 -7.509521 -5.241517 -3.712865 -5.893368 -3.730183 -2.382008 -4.647923 -2.441517 -1.394140 -3.768367 -1.498703
0.295294 -5.170870 -7.507552 -5.240320 -3.715360 -5.894466 -3.730069 -2.380236 -4.648019 -2.438819 -1.393405 -3.769417 -1.496529
0.292209 -5.170759 -7.505584 -5.239124 -3.717855 -5.895564 -3.729956 -2.378465 -4.648115 -2.436120 -1.392669 -3.770468 -1.494354
0.289131 -5.170647 -7.503615 -5.237927 -3.720350 -5.896662 -3.729843 -2.376693 -4.648211 -2.433422 -1.391934 -3.771519 -1.492179
0.286061 -5.170535 -7.501647 -5.236731 -3.722844 -5.897760 -3.729729 -2.374922 -4.648306 -2.430723 -1.391199 -3.772570 -1.490005
0.282997 -5.170423 -7.499678 -5.235534 -3.725339 -5.898858 -3.729616 -2.373151 -4.648402 -2.428025 -1.390463 -3.773621 -1.487830
0.279941 -5.170442 -7.497770 -5.234685 -3.727928 -5.899830 -3.729714 -2.371449 -4.648383 -2.425387 -1.389740 -3.774505 -1.486128
0.276892 -5.170638 -7.495943 -5.234305 -3.730645 -5.900631 -3.730098 -2.369841 -4.648209 -2.422830 -1.389035 -3.775164 -1.485063
0.273851 -5.170834 -7.494116 -5.233925 -3.733362 -5.901432 -3.730482 -2.368233 -4.648034 -2.420273 -1.388329 -3.775823 -1.483998
0.270817 -5.171030 -7.492289 -5.233546 -3.736079 -5.902233 -3.730865 -2.366625 -4.647860 -2.417716 -1.387624 -3.776482 -1.482933
0.267790 -5.171226 -7.490462 -5.233166 -3.738796 -5.903034 -3.731249 -2.365016 -4.647686 -2.415160 -1.386918 -3.777141 -1.481868
0.264770 -5.171421 -7.488635 -5.232786 -3.741513 -5.903835 -3.731633 -2.363408 -4.647512 -2.412603 -1.386213 -3.777799 -1.480803
0.261757 -5.171617 -7.486808 -5.232406 -3.744230 -5.904636 -3.732017 -2.361800 -4.647337 -2.410046 -1.385507 -3.778458 -1.479738
0.258752 -5.172143 -7.486042 -5.231392 -3.747198 -5.906905 -3.732689 -2.360408 -4.648550 -2.408749 -1.384833 -3.779111 -1.478926
0.255753 -5.172694 -7.485355 -5.230331 -3.750185 -5.909284 -3.733382 -2.359032 -4.649867 -2.407545 -1.384162 -3.779762 -1.478132
0.252762 -5.173245 -7.484668 -5.229270 -3.753172 -5.911663 -3.734075 -2.357657 -4.651183 -2.406342 -1.383491 -3.780414 -1.477338
0.249778 -5.173796 -7.483981 -5.228209 -3.756158 -5.914042 -3.734769 -2.356281 -4.652499 -2.405139 -1.382819 -3.781066 -1.476545
0.246801 -5.174347 -7.483294 -5.227147 -3.759145 -5.916422 -3.735462 -2.354905 -4.653816 -2.403935 -1.382148 -3.781717 -1.475751
0.243832 -5.174898 -7.482607 -5.226086 -3.762132 -5.918801 -3.736155 -2.353529 -4.655132 -2.402732 -1.381477 -3.782369 -1.474958
0.240869 -5.175608 -7.483054 -5.225279 -3.765230 -5.921874 -3.737010 -2.352178 -4.656564 -2.401374 -1.380817 -3.782442 -1.473963
0.237913 -5.176526 -7.484973 -5.224802 -3.768473 -5.925847 -3.738074 -2.350860 -4.658144 -2.399814 -1.380173 -3.781764 -1.472709
0.234965 -5.177444 -7.486891 -5.224325 -3.771716 -5.929820 -3.739137 -2.349541 -4.659725 -2.398255 -1.379528 -3.781087 -1.471454
0.232023 -5.178362 -7.488810 -5.223848 -3.774958 -5.933794 -3.740201 -2.348223 -4.661306 -2.396696 -1.378883 -3.780410 -1.470200
0.229088 -5.179280 -7.490728 -5.223371 -3.778201 -5.937767 -3.741265 -2.346905 -4.662886 -2.395137 -1.378238 -3.779732 -1.468945
0.226161 -5.180198 -7.492647 -5.222894 -3.781444 -5.941740 -3.742329 -2.345586 -4.664467 -2.393578 -1.377594 -3.779055 -1.467691
0.223240 -5.181116 -7.494566 -5.222417 -3.784687 -5.945713 -3.743392 -2.344268 -4.666048 -2.392019 -1.376949 -3.778377 -1.466436
0.220326 -5.182401 -7.494021 -5.222905 -3.788175 -5.950146 -3.745134 -2.342997 -4.667662 -2.390971 -1.376360 -3.780398 -1.465511
0.217420 -5.183711 -7.493321 -5.223454 -3.791678 -5.954608 -3.746918 -2.341730 -4.669279 -2.389955 -1.375774 -3.782590 -1.464607
0.214520 -5.185020 -7.492620 -5.224002 -3.795182 -5.959069 -3.748702 -2.340462 -4.670895 -2.388940 -1.375189 -3.784781 -1.463702
0.211627 -5.186329 -7.491920 -5.224551 -3.798686 -5.963531 -3.750486 -2.339195 -4.672511 -2.387924 -1.374603 -3.786973 -1.462798
0.208741 -5.187638 -7.491219 -5.225100 -3.802189 -5.967993 -3.752270 -2.337927 -4.674128 -2.386909 -1.374017 -3.789165 -1.461893
0.205862 -5.188947 -7.490519 -5.225649 -3.805693 -5.972455 -3.754054 -2.336660 -4.675744 -2.385893 -1.373432 -3.791357 -1.460989
0.202989 -5.190433 -7.491487 -5.226538 -3.809301 -5.976758 -3.755240 -2.335409 -4.676387 -2.385231 -1.372866 -3.793635 -1.460032
0.200124 -5.192139 -7.494531 -5.227851 -3.813039 -5.980863 -3.755681 -2.334177 -4.675820 -2.385009 -1.372326 -3.796022 -1.459010
0.197265 -5.193844 -7.497575 -5.229165 -3.816777 -5.984968 -3.756123 -2.332946 -4.675252 -2.384786 -1.371786 -3.798409 -1.457988
0.194413 -5.195550 -7.500619 -5.230478 -3.820515 -5.989073 -3.756564 -2.331715 -4.674684 -2.384563 -1.371246 -3.800796 -1.456966
0.191568 -5.197256 -7.503663 -5.231791 -3.824253 -5.993179 -3.757005 -2.330484 -4.674116 -2.384341 -1.370706 -3.803183 -1.455944
0.188730 -5.198962 -7.506707 -5.233104 -3.827991 -5.997284 -3.757447 -2.329252 -4.673548 -2.384118 -1.370165 -3.805569 -1.454921
0.185899 -5.200667 -7.509751 -5.234417 -3.831729 -6.001389 -3.757888 -2.328021 -4.672981 -2.383896 -1.369625 -3.807956 -1.453899
0.183074 -5.202852 -7.513775 -5.235618 -3.835773 -6.005762 -3.760594 -2.326836 -4.671042 -2.382246 -1.369103 -3.809530 -1.453154
0.180256 -5.205062 -7.517851 -5.236812 -3.839832 -6.010148 -3.763419 -2.325653 -4.669032 -2.380522 -1.368582 -3.811062 -1.452424
0.177445 -5.207272 -7.521927 -5.238007 -3.843892 -6.014535 -3.766243 -2.324471 -4.667022 -2.378798 -1.368061 -3.812594 -1.451693
0.174640 -5.209482 -7.526003 -5.239201 -3.847952 -6.018922 -3.769068 -2.323288 -4.665012 -2.377074 -1.367539 -3.814126 -1.450962
0.171842 -5.211692 -7.530079 -5.240396 -3.852012 -6.023309 -3.771893 -2.322105 -4.663001 -2.375350 -1.367018 -3.815658 -1.450232
0.169051 -5.213902 -7.534155 -5.241590 -3.856072 -6.027695 -3.774717 -2.320923 -4.660991 -2.373626 -1.366497 -3.817189 -1.449501
0.166266 -5.216351 -7.538450 -5.242870 -3.860262 -6.033041 -3.776997 -2.319754 -4.658770 -2.372407 -1.365979 -3.817542 -1.448755
0.163488 -5.219086 -7.543008 -5.244252 -3.864610 -6.039534 -3.778625 -2.318602 -4.656297 -2.371794 -1.365467 -3.816482 -1.447990
0.160717 -5.221821 -7.547566 -5.245635 -3.868958 -6.046027 -3.780253 -2.317450 -4.653823 -2.371181 -1.364955 -3.815423 -1.447225
0.157952 -5.224556 -7.552125 -5.247017 -3.873305 -6.052521 -3.781881 -2.316298 -4.651350 -2.370567 -1.364442 -3.814364 -1.446460
0.155194 -5.227291 -7.556683 -5.248399 -3.877653 -6.059014 -3.783509 -2.315146 -4.648876 -2.369954 -1.363930 -3.813304 -1.445695
0.152442 -5.230025 -7.561241 -5.249782 -3.882000 -6.065507 -3.785137 -2.313994 -4.646403 -2.369340 -1.363417 -3.812245 -1.444930
0.149697 -5.232760 -7.565799 -5.251164 -3.886348 -6.072000 -3.786765 -2.312842 -4.643929 -2.368727 -1.362905 -3.811186 -1.444165
0.146959 -5.235963 -7.571145 -5.252812 -3.890882 -6.078089 -3.788529 -2.311698 -4.643224 -2.365584 -1.362389 -3.809193 -1.444248
0.144227 -5.239185 -7.576524 -5.254471 -3.895424 -6.084161 -3.790297 -2.310555 -4.642591 -2.362336 -1.361874 -3.807162 -1.444366
0.141501 -5.242406 -7.581902 -5.256130 -3.899966 -6.090233 -3.792066 -2.309411 -4.641959 -2.359088 -1.361359 -3.805131 -1.444484
0.138782 -5.245628 -7.587281 -5.257789 -3.904507 -6.096305 -3.793835 -2.308268 -4.641326 -2.355840 -1.360843 -3.803100 -1.444602
0.136070 -5.248850 -7.592659 -5.259447 -3.909049 -6.102377 -3.795603 -2.307124 -4.640694 -2.352592 -1.360328 -3.801069 -1.444720
0.133364 -5.252072 -7.598038 -5.261106 -3.913591 -6.108449 -3.797372 -2.305981 -4.640062 -2.349344 -1.359812 -3.799038 -1.444838
0.130664 -5.255632 -7.603577 -5.263149 -3.918298 -6.114701 -3.799078 -2.304850 -4.639978 -2.346396 -1.359300 -3.796894 -1.444098
0.127971 -5.259582 -7.609300 -5.265633 -3.923195 -6.121160 -3.800712 -2.303733 -4.640524 -2.343792 -1.358792 -3.794619 -1.442373
0.125284 -5.263531 -7.615023 -5.268117 -3.928092 -6.127619 -3.802346 -2.302616 -4.641071 -2.341189 -1.358284 -3.792344 -1.440648
0.122604 -5.267481 -7.620746 -5.270602 -3.932989 -6.134078 -3.803981 -2.301499 -4.641618 -2.338586 -1.357775 -3.790069 -1.438923
0.119930 -5.271431 -7.626469 -5.273086 -3.937886 -6.140537 -3.805615 -2.300382 -4.642165 -2.335983 -1.357267 -3.787794 -1.437198
0.117262 -5.275380 -7.632192 -5.275570 -3.942783 -6.146997 -3.807249 -2.299266 -4.642711 -2.333380 -1.356758 -3.785519 -1.435472
0.114601 -5.279330 -7.637915 -5.278054 -3.947679 -6.153456 -3.808883 -2.298149 -4.643258 -2.330777 -1.356250 -3.783244 -1.433747
0.111946 -5.283971 -7.643865 -5.281318 -3.952807 -6.160846 -3.812969 -2.297033 -4.641167 -2.328268 -1.355734 -3.780453 -1.431953
0.109297 -5.288632 -7.649822 -5.284607 -3.957941 -6.168265 -3.817129 -2.295917 -4.638995 -2.325762 -1.355218 -3.777647 -1.430156
0.106655 -5.293294 -7.655779 -5.287895 -3.963075 -6.175683 -3.821290 -2.294800 -4.636823 -2.323256 -1.354702 -3.774840 -1.428359
0.104019 -5.297956 -7.661736 -5.291183 -3.968209 -6.183102 -3.825451 -2.293684 -4.634652 -2.320751 -1.354186 -3.772034 -1.426563
0.101389 -5.302617 -7.667693 -5.294471 -3.973343 -6.190521 -3.829611 -2.292568 -4.632480 -2.318245 -1.353670 -3.769227 -1.424766
0.098766 -5.307279 -7.673650 -5.297759 -3.978478 -6.197939 -3.833772 -2.291452 -4.630308 -2.315739 -1.353154 -3.766421 -1.422969
0.096149 -5.312386 -7.680470 -5.301289 -3.983760 -6.205922 -3.838049 -2.290335 -4.629185 -2.313948 -1.352632 -3.763259 -1.421413
0.093538 -5.317985 -7.688244 -5.305087 -3.989205 -6.214527 -3.842453 -2.289218 -4.629221 -2.312946 -1.352103 -3.759704 -1.420122
0.090933 -5.323585 -7.696017 -5.308884 -3.994650 -6.223133 -3.846858 -2.288100 -4.629257 -2.311945 -1.351575 -3.756150 -1.418832
0.088334 -5.329184 -7.703790 -5.312681 -4.000095 -6.231738 -3.851263 -2.286983 -4.629293 -2.310943 -1.351047 -3.752595 -1.417542
0.085742 -5.334783 -7.711564 -5.316478 -4.005541 -6.240344 -3.855667 -2.285865 -4.629329 -2.309942 -1.350518 -3.749040 -1.416251
0.083156 -5.340383 -7.719337 -5.320276 -4.010986 -6.248950 -3.860072 -2.284748 -4.629365 -2.308940 -1.349990 -3.745486 -1.414961
0.080576 -5.345982 -7.727110 -5.324073 -4.016431 -6.257555 -3.864477 -2.283630 -4.629401 -2.307939 -1.349462 -3.741931 -1.413671
0.078002 -5.352584 -7.735890 -5.327947 -4.022115 -6.267003 -3.865181 -2.282507 -4.626305 -2.306510 -1.348927 -3.737977 -1.412868
0.075434 -5.359207 -7.744691 -5.331823 -4.027804 -6.276467 -3.865811 -2.281384 -4.623146 -2.305073 -1.348391 -3.734016 -1.412075
0.072872 -5.365829 -7.753491 -5.335699 -4.033493 -6.285931 -3.866441 -2.280260 -4.619986 -2.303636 -1.347856 -3.730054 -1.411282
0.070317 -5.372451 -7.762292 -5.339575 -4.039182 -6.295396 -3.867071 -2.279137 -4.616827 -2.302199 -1.347320 -3.726092 -1.410488
0.067768 -5.379074 -7.771092 -5.343451 -4.044871 -6.304860 -3.867702 -2.278014 -4.613668 -2.300762 -1.346785 -3.722130 -1.409695
0.065224 -5.385696 -7.779892 -5.347326 -4.050560 -6.314324 -3.868332 -2.276890 -4.610508 -2.299325 -1.346250 -3.718168 -1.408902
0.062687 -5.392590 -7.788469 -5.350201 -4.056159 -6.318177 -3.868666 -2.275743 -4.607409 -2.297381 -1.345699 -3.715735 -1.407815
0.060156 -5.399772 -7.796807 -5.352012 -4.061662 -6.316075 -3.868685 -2.274569 -4.604374 -2.294900 -1.345132 -3.714923 -1.406415
0.057630 -5.406954 -7.805146 -5.353823 -4.067165 -6.313973 -3.868705 -2.273395 -4.601339 -2.292418 -1.344565 -3.714112 -1.405016
0.055111 -5.414136 -7.813485 -5.355634 -4.072668 -6.311870 -3.868724 -2.272221 -4.598304 -2.289937 -1.343997 -3.713300 -1.403616
0.052598 -5.421318 -7.821823 -5.357445 -4.078171 -6.309768 -3.868744 -2.271047 -4.595269 -2.287456 -1.343430 -3.712488 -1.402216
0.050091 -5.428500 -7.830162 -5.359256 -4.083675 -6.307666 -3.868763 -2.269873 -4.592234 -2.284975 -1.342863 -3.711677 -1.400817
0.047589 -5.435682 -7.838501 -5.361067 -4.089178 -6.305564 -3.868783 -2.268699 -4.589198 -2.282493 -1.342296 -3.710865 -1.399417
0.045094 -5.444563 -7.847188 -5.367244 -4.094945 -6.305355 -3.867871 -2.267500 -4.588994 -2.280354 -1.341707 -3.711628 -1.397447
0.042605 -5.453460 -7.855879 -5.373465 -4.100716 -6.305165 -3.866950 -2.266300 -4.588818 -2.278218 -1.341118 -3.712406 -1.395472
0.040121 -5.462358 -7.864570 -5.379685 -4.106486 -6.304976 -3.866030 -2.265100 -4.588642 -2.276082 -1.340529 -3.713185 -1.393497
0.037644 -5.471255 -7.873261 -5.385906 -4.112256 -6.304786 -3.865109 -2.263900 -4.588465 -2.273946 -1.339940 -3.713963 -1.391522
0.035172 -5.480152 -7.881952 -5.392126 -4.118026 -6.304596 -3.864188 -2.262700 -4.588289 -2.271810 -1.339351 -3.714742 -1.389546
0.032706 -5.489049 -7.890643 -5.398347 -4.123797 -6.304406 -3.863267 -2.261500 -4.588113 -2.269674 -1.338762 -3.715520 -1.387571
0.030247 -5.499198 -7.899713 -5.403972 -4.129334 -6.306337 -3.863065 -2.260262 -4.587125 -2.266984 -1.338150 -3.716231 -1.386355
0.027793 -5.510622 -7.909169 -5.408992 -4.134633 -6.310429 -3.863597 -2.258984 -4.585309 -2.263730 -1.337515 -3.716874 -1.385912
0.025344 -5.522046 -7.918624 -5.414011 -4.139932 -6.314521 -3.864128 -2.257706 -4.583493 -2.260475 -1.336879 -3.717517 -1.385468
0.022902 -5.533470 -7.928080 -5.419030 -4.145232 -6.318613 -3.864660 -2.256428 -4.581678 -2.257221 -1.336244 -3.718160 -1.385025
0.020466 -5.544894 -7.937536 -5.424049 -4.150531 -6.322705 -3.865191 -2.255151 -4.579862 -2.253966 -1.335609 -3.718803 -1.384582
0.018035 -5.556317 -7.946992 -5.429068 -4.155830 -6.326797 -3.865723 -2.253873 -4.578047 -2.250712 -1.334973 -3.719446 -1.384139
0.015610 -5.567741 -7.956447 -5.434087 -4.161129 -6.330889 -3.866254 -2.252595 -4.576231 -2.247458 -1.334338 -3.720089 -1.383696
