#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(eta_avg)@log(Mpeak)=12 log10(eta_avg)_16@log(Mpeak)=12 log10(eta_avg)_84@log(Mpeak)=12 log10(eta_avg)@log(Mpeak)=13 log10(eta_avg)_16@log(Mpeak)=13 log10(eta_avg)_84@log(Mpeak)=13 log10(eta_avg)@log(Mpeak)=14 log10(eta_avg)_16@log(Mpeak)=14 log10(eta_avg)_84@log(Mpeak)=14 log10(eta_avg)@log(Mpeak)=15 log10(eta_avg)_16@log(Mpeak)=15 log10(eta_avg)_84@log(Mpeak)=15
0.320244 -2.688506 -2.804154 -2.669194 -3.621725 -3.692993 -3.485946 -3.649757 -3.659535 -3.426968 -3.174864 -3.164580 -2.893371
0.317099 -2.695072 -2.810794 -2.675578 -3.628885 -3.700041 -3.492058 -3.651148 -3.660934 -3.428124 -3.177322 -3.166487 -2.894478
0.313962 -2.701639 -2.817435 -2.681961 -3.636046 -3.707088 -3.498169 -3.652539 -3.662333 -3.429280 -3.179779 -3.168395 -2.895584
0.310832 -2.708205 -2.824075 -2.688345 -3.643206 -3.714136 -3.504281 -3.653930 -3.663732 -3.430437 -3.182237 -3.170303 -2.896691
0.307710 -2.714771 -2.830715 -2.694729 -3.650366 -3.721183 -3.510392 -3.655321 -3.665131 -3.431593 -3.184695 -3.172210 -2.897797
0.304595 -2.721338 -2.837356 -2.701112 -3.657526 -3.728231 -3.516503 -3.656712 -3.666529 -3.432750 -3.187152 -3.174118 -2.898903
0.301487 -2.727904 -2.843996 -2.707496 -3.664687 -3.735278 -3.522615 -3.658103 -3.667928 -3.433906 -3.189610 -3.176026 -2.900010
0.298387 -2.734637 -2.850775 -2.714003 -3.671933 -3.742389 -3.528788 -3.659570 -3.669572 -3.435004 -3.192200 -3.178073 -2.901192
0.295294 -2.741385 -2.857566 -2.720521 -3.679187 -3.749505 -3.534967 -3.661044 -3.671237 -3.436097 -3.194801 -3.180132 -2.902381
0.292209 -2.748132 -2.864357 -2.727039 -3.686441 -3.756621 -3.541145 -3.662518 -3.672902 -3.437191 -3.197402 -3.182191 -2.903570
0.289131 -2.754880 -2.871147 -2.733558 -3.693695 -3.763737 -3.547324 -3.663993 -3.674567 -3.438284 -3.200003 -3.184250 -2.904759
0.286061 -2.761627 -2.877938 -2.740076 -3.700950 -3.770853 -3.553502 -3.665467 -3.676231 -3.439377 -3.202604 -3.186309 -2.905948
0.282997 -2.768374 -2.884729 -2.746594 -3.708204 -3.777969 -3.559681 -3.666941 -3.677896 -3.440470 -3.205205 -3.188369 -2.907137
0.279941 -2.775210 -2.891591 -2.753195 -3.715503 -3.785079 -3.565828 -3.668451 -3.679598 -3.441586 -3.207869 -3.190512 -2.908360
0.276892 -2.782166 -2.898549 -2.759909 -3.722862 -3.792181 -3.571933 -3.670011 -3.681350 -3.442735 -3.210619 -3.192768 -2.909631
0.273851 -2.789121 -2.905507 -2.766623 -3.730221 -3.799283 -3.578038 -3.671570 -3.683103 -3.443883 -3.213369 -3.195025 -2.910901
0.270817 -2.796077 -2.912466 -2.773337 -3.737581 -3.806385 -3.584143 -3.673130 -3.684855 -3.445031 -3.216119 -3.197282 -2.912172
0.267790 -2.803032 -2.919424 -2.780051 -3.744940 -3.813487 -3.590248 -3.674689 -3.686607 -3.446179 -3.218868 -3.199538 -2.913443
0.264770 -2.809988 -2.926382 -2.786765 -3.752299 -3.820590 -3.596353 -3.676248 -3.688359 -3.447327 -3.221618 -3.201795 -2.914713
0.261757 -2.816943 -2.933340 -2.793479 -3.759659 -3.827692 -3.602458 -3.677808 -3.690111 -3.448475 -3.224368 -3.204052 -2.915984
0.258752 -2.824120 -2.940505 -2.800332 -3.767124 -3.834863 -3.608541 -3.679448 -3.691870 -3.449592 -3.227263 -3.206502 -2.917370
0.255753 -2.831313 -2.947684 -2.807195 -3.774598 -3.842040 -3.614624 -3.681094 -3.693630 -3.450706 -3.230168 -3.208967 -2.918764
0.252762 -2.838506 -2.954864 -2.814058 -3.782072 -3.849217 -3.620706 -3.682740 -3.695389 -3.451821 -3.233073 -3.211431 -2.920158
0.249778 -2.845699 -2.962044 -2.820921 -3.789545 -3.856394 -3.626788 -3.684386 -3.697149 -3.452935 -3.235978 -3.213896 -2.921553
0.246801 -2.852892 -2.969224 -2.827784 -3.797019 -3.863570 -3.632870 -3.686032 -3.698908 -3.454050 -3.238884 -3.216361 -2.922947
0.243832 -2.860085 -2.976404 -2.834647 -3.804493 -3.870747 -3.638952 -3.687679 -3.700667 -3.455165 -3.241789 -3.218826 -2.924341
0.240869 -2.867393 -2.983688 -2.841590 -3.812018 -3.878025 -3.645006 -3.689362 -3.702489 -3.456283 -3.244765 -3.221367 -2.925782
0.237913 -2.874850 -2.991105 -2.848635 -3.819610 -3.885435 -3.651021 -3.691095 -3.704391 -3.457407 -3.247833 -3.224009 -2.927282
0.234965 -2.882306 -2.998522 -2.855681 -3.827201 -3.892844 -3.657037 -3.692828 -3.706293 -3.458532 -3.250902 -3.226651 -2.928782
0.232023 -2.889762 -3.005940 -2.862727 -3.834793 -3.900254 -3.663053 -3.694560 -3.708195 -3.459656 -3.253970 -3.229293 -2.930282
0.229088 -2.897219 -3.013357 -2.869773 -3.842385 -3.907663 -3.669068 -3.696293 -3.710097 -3.460780 -3.257038 -3.231935 -2.931782
0.226161 -2.904675 -3.020775 -2.876818 -3.849977 -3.915073 -3.675084 -3.698026 -3.711999 -3.461904 -3.260106 -3.234577 -2.933283
0.223240 -2.912131 -3.028192 -2.883864 -3.857568 -3.922482 -3.681100 -3.699758 -3.713901 -3.463028 -3.263175 -3.237219 -2.934783
0.220326 -2.919880 -3.035874 -2.891099 -3.865297 -3.930129 -3.687141 -3.701574 -3.715797 -3.464121 -3.266406 -3.239978 -2.936378
0.217420 -2.927646 -3.043572 -2.898346 -3.873035 -3.937791 -3.693183 -3.703395 -3.717692 -3.465213 -3.269647 -3.242745 -2.937979
0.214520 -2.935413 -3.051271 -2.905592 -3.880772 -3.945453 -3.699226 -3.705217 -3.719588 -3.466304 -3.272888 -3.245512 -2.939580
0.211627 -2.943180 -3.058969 -2.912839 -3.888510 -3.953115 -3.705268 -3.707038 -3.721483 -3.467396 -3.276130 -3.248279 -2.941181
0.208741 -2.950947 -3.066667 -2.920086 -3.896247 -3.960777 -3.711311 -3.708859 -3.723379 -3.468487 -3.279371 -3.251046 -2.942782
0.205862 -2.958713 -3.074366 -2.927333 -3.903985 -3.968439 -3.717353 -3.710680 -3.725274 -3.469578 -3.282613 -3.253812 -2.944383
0.202989 -2.966638 -3.082211 -2.934677 -3.911790 -3.976134 -3.723326 -3.712541 -3.727183 -3.470670 -3.285936 -3.256696 -2.945999
0.200124 -2.974759 -3.090238 -2.942144 -3.919678 -3.983871 -3.729214 -3.714451 -3.729107 -3.471762 -3.289361 -3.259726 -2.947635
0.197265 -2.982880 -3.098266 -2.949610 -3.927567 -3.991608 -3.735101 -3.716361 -3.731031 -3.472854 -3.292787 -3.262755 -2.949271
0.194413 -2.991002 -3.106294 -2.957077 -3.935455 -3.999346 -3.740988 -3.718270 -3.732956 -3.473946 -3.296212 -3.265785 -2.950907
0.191568 -2.999123 -3.114322 -2.964543 -3.943344 -4.007083 -3.746875 -3.720180 -3.734880 -3.475037 -3.299638 -3.268815 -2.952542
0.188730 -3.007244 -3.122350 -2.972010 -3.951232 -4.014820 -3.752762 -3.722090 -3.736804 -3.476129 -3.303063 -3.271844 -2.954178
0.185899 -3.015365 -3.130377 -2.979476 -3.959121 -4.022557 -3.758649 -3.724000 -3.738729 -3.477221 -3.306488 -3.274874 -2.955814
0.183074 -3.023885 -3.138786 -2.987270 -3.967165 -4.030508 -3.764369 -3.725995 -3.740697 -3.478349 -3.310102 -3.278262 -2.957534
0.180256 -3.032425 -3.147215 -2.995081 -3.975218 -4.038471 -3.770081 -3.727994 -3.742668 -3.479479 -3.313726 -3.281668 -2.959258
0.177445 -3.040966 -3.155643 -3.002892 -3.983270 -4.046434 -3.775792 -3.729993 -3.744639 -3.480608 -3.317349 -3.285074 -2.960983
0.174640 -3.049506 -3.164072 -3.010703 -3.991323 -4.054396 -3.781504 -3.731993 -3.746610 -3.481738 -3.320973 -3.288481 -2.962707
0.171842 -3.058046 -3.172500 -3.018514 -3.999375 -4.062359 -3.787215 -3.733992 -3.748581 -3.482868 -3.324597 -3.291887 -2.964431
0.169051 -3.066587 -3.180929 -3.026326 -4.007428 -4.070321 -3.792926 -3.735991 -3.750552 -3.483998 -3.328220 -3.295294 -2.966156
0.166266 -3.075350 -3.189558 -3.034265 -4.015558 -4.078377 -3.798545 -3.738032 -3.752641 -3.485102 -3.331942 -3.298876 -2.967902
0.163488 -3.084381 -3.198428 -3.042358 -4.023780 -4.086544 -3.804053 -3.740121 -3.754870 -3.486175 -3.335781 -3.302670 -2.969674
0.160717 -3.093411 -3.207298 -3.050451 -4.032003 -4.094712 -3.809561 -3.742211 -3.757099 -3.487248 -3.339620 -3.306463 -2.971446
0.157952 -3.102442 -3.216169 -3.058545 -4.040226 -4.102879 -3.815069 -3.744300 -3.759327 -3.488321 -3.343460 -3.310257 -2.973218
0.155194 -3.111473 -3.225039 -3.066638 -4.048449 -4.111046 -3.820577 -3.746390 -3.761556 -3.489394 -3.347299 -3.314050 -2.974990
0.152442 -3.120503 -3.233909 -3.074731 -4.056671 -4.119213 -3.826084 -3.748479 -3.763785 -3.490467 -3.351138 -3.317844 -2.976763
0.149697 -3.129534 -3.242779 -3.082824 -4.064894 -4.127381 -3.831592 -3.750569 -3.766014 -3.491541 -3.354977 -3.321637 -2.978535
0.146959 -3.139061 -3.252184 -3.091169 -4.073246 -4.135856 -3.836908 -3.752741 -3.768335 -3.492530 -3.359042 -3.325737 -2.980314
0.144227 -3.148608 -3.261611 -3.099525 -4.081603 -4.144345 -3.842215 -3.754916 -3.770660 -3.493517 -3.363117 -3.329850 -2.982093
0.141501 -3.158156 -3.271039 -3.107881 -4.089960 -4.152833 -3.847523 -3.757092 -3.772986 -3.494503 -3.367191 -3.333963 -2.983873
0.138782 -3.167704 -3.280466 -3.116236 -4.098317 -4.161322 -3.852830 -3.759267 -3.775311 -3.495489 -3.371266 -3.338076 -2.985652
0.136070 -3.177252 -3.289893 -3.124592 -4.106674 -4.169810 -3.858138 -3.761443 -3.777636 -3.496476 -3.375340 -3.342189 -2.987432
0.133364 -3.186799 -3.299321 -3.132947 -4.115032 -4.178298 -3.863445 -3.763618 -3.779961 -3.497462 -3.379415 -3.346302 -2.989211
0.130664 -3.196649 -3.309037 -3.141439 -4.123455 -4.187003 -3.868658 -3.765834 -3.782440 -3.498422 -3.383611 -3.350698 -2.990981
0.127971 -3.206846 -3.319084 -3.150087 -4.131955 -4.195955 -3.873764 -3.768096 -3.785096 -3.499351 -3.387948 -3.355418 -2.992739
0.125284 -3.217043 -3.329132 -3.158734 -4.140455 -4.204908 -3.878869 -3.770357 -3.787752 -3.500281 -3.392284 -3.360138 -2.994497
0.122604 -3.227240 -3.339179 -3.167382 -4.148955 -4.213861 -3.883974 -3.772619 -3.790408 -3.501210 -3.396621 -3.364857 -2.996254
0.119930 -3.237437 -3.349227 -3.176029 -4.157455 -4.222813 -3.889079 -3.774881 -3.793063 -3.502140 -3.400957 -3.369577 -2.998012
0.117262 -3.247634 -3.359274 -3.184677 -4.165955 -4.231766 -3.894184 -3.777143 -3.795719 -3.503069 -3.405294 -3.374297 -2.999770
0.114601 -3.257831 -3.369322 -3.193325 -4.174455 -4.240719 -3.899289 -3.779405 -3.798375 -3.503999 -3.409630 -3.379017 -3.001528
0.111946 -3.268854 -3.380210 -3.202393 -4.183036 -4.250083 -3.904186 -3.781747 -3.801154 -3.504960 -3.414250 -3.384288 -3.003290
0.109297 -3.279902 -3.391125 -3.211474 -4.191619 -4.259461 -3.909075 -3.784092 -3.803937 -3.505923 -3.418878 -3.389577 -3.005053
0.106655 -3.290950 -3.402039 -3.220555 -4.200202 -4.268838 -3.913965 -3.786436 -3.806719 -3.506886 -3.423506 -3.394865 -3.006815
0.104019 -3.301998 -3.412953 -3.229636 -4.208786 -4.278215 -3.918855 -3.788781 -3.809502 -3.507849 -3.428135 -3.400153 -3.008577
0.101389 -3.313046 -3.423868 -3.238718 -4.217369 -4.287593 -3.923744 -3.791126 -3.812284 -3.508811 -3.432763 -3.405442 -3.010340
0.098766 -3.324094 -3.434782 -3.247799 -4.225952 -4.296970 -3.928634 -3.793470 -3.815067 -3.509774 -3.437391 -3.410730 -3.012102
0.096149 -3.333277 -3.443703 -3.256236 -4.234395 -4.305222 -3.933551 -3.795663 -3.817234 -3.511299 -3.441363 -3.414263 -3.014247
0.093538 -3.340397 -3.450423 -3.263960 -4.242682 -4.312229 -3.938498 -3.797687 -3.818722 -3.513447 -3.444609 -3.415858 -3.016814
0.090933 -3.347517 -3.457142 -3.271685 -4.250970 -4.319237 -3.943445 -3.799712 -3.820209 -3.515594 -3.447856 -3.417452 -3.019382
0.088334 -3.354637 -3.463861 -3.279410 -4.259257 -4.326245 -3.948392 -3.801737 -3.821697 -3.517741 -3.451102 -3.419046 -3.021949
0.085742 -3.361758 -3.470580 -3.287135 -4.267545 -4.333252 -3.953339 -3.803761 -3.823184 -3.519888 -3.454348 -3.420641 -3.024517
0.083156 -3.368878 -3.477299 -3.294860 -4.275832 -4.340260 -3.958286 -3.805786 -3.824671 -3.522035 -3.457594 -3.422235 -3.027084
0.080576 -3.375998 -3.484019 -3.302584 -4.284120 -4.347267 -3.963233 -3.807810 -3.826159 -3.524182 -3.460841 -3.423830 -3.029652
0.078002 -3.388104 -3.495567 -3.312193 -4.293236 -4.356719 -3.967559 -3.810327 -3.829383 -3.524943 -3.465886 -3.429700 -3.031416
0.075434 -3.400310 -3.507212 -3.321839 -4.302368 -4.366220 -3.971873 -3.812854 -3.832642 -3.525676 -3.470967 -3.435655 -3.033164
0.072872 -3.412516 -3.518858 -3.331484 -4.311501 -4.375721 -3.976187 -3.815381 -3.835900 -3.526409 -3.476049 -3.441611 -3.034912
0.070317 -3.424722 -3.530503 -3.341130 -4.320634 -4.385222 -3.980501 -3.817908 -3.839159 -3.527142 -3.481130 -3.447567 -3.036660
0.067768 -3.436928 -3.542148 -3.350776 -4.329766 -4.394723 -3.984815 -3.820435 -3.842418 -3.527875 -3.486211 -3.453523 -3.038408
0.065224 -3.449134 -3.553794 -3.360422 -4.338899 -4.404224 -3.989129 -3.822962 -3.845677 -3.528608 -3.491293 -3.459479 -3.040156
0.062687 -3.461596 -3.566193 -3.370352 -4.347913 -4.414515 -3.993612 -3.825518 -3.848736 -3.528982 -3.496554 -3.465698 -3.041667
0.060156 -3.474329 -3.579393 -3.380583 -4.356802 -4.425643 -3.998276 -3.828103 -3.851584 -3.528976 -3.502006 -3.472197 -3.042926
0.057630 -3.487062 -3.592593 -3.390814 -4.365691 -4.436771 -4.002940 -3.830688 -3.854432 -3.528969 -3.507457 -3.478696 -3.044185
0.055111 -3.499795 -3.605793 -3.401045 -4.374579 -4.447899 -4.007604 -3.833273 -3.857280 -3.528963 -3.512909 -3.485195 -3.045444
0.052598 -3.512528 -3.618993 -3.411276 -4.383468 -4.459027 -4.012267 -3.835858 -3.860127 -3.528957 -3.518361 -3.491694 -3.046703
0.050091 -3.525261 -3.632193 -3.421506 -4.392357 -4.470155 -4.016931 -3.838443 -3.862975 -3.528950 -3.523813 -3.498193 -3.047962
0.047589 -3.537994 -3.645393 -3.431737 -4.401245 -4.481283 -4.021595 -3.841028 -3.865823 -3.528944 -3.529265 -3.504692 -3.049220
0.045094 -3.552407 -3.659536 -3.441554 -4.410359 -4.493392 -4.025759 -3.843708 -3.870046 -3.529259 -3.535156 -3.514245 -3.050473
0.042605 -3.566836 -3.673688 -3.451366 -4.419474 -4.505511 -4.029918 -3.846389 -3.874283 -3.529577 -3.541052 -3.523827 -3.051725
0.040121 -3.581266 -3.687840 -3.461178 -4.428590 -4.517630 -4.034077 -3.849070 -3.878520 -3.529895 -3.546948 -3.533409 -3.052978
0.037644 -3.595696 -3.701992 -3.470990 -4.437706 -4.529749 -4.038236 -3.851751 -3.882757 -3.530213 -3.552844 -3.542992 -3.054230
0.035172 -3.610125 -3.716145 -3.480802 -4.446822 -4.541868 -4.042395 -3.854433 -3.886994 -3.530532 -3.558740 -3.552574 -3.055482
0.032706 -3.624555 -3.730297 -3.490615 -4.455937 -4.553987 -4.046555 -3.857114 -3.891231 -3.530850 -3.564636 -3.562156 -3.056735
0.030247 -3.640226 -3.746099 -3.501291 -4.464806 -4.566407 -4.050378 -3.859823 -3.895229 -3.531083 -3.570785 -3.571643 -3.058106
0.027793 -3.657162 -3.763582 -3.512849 -4.473422 -4.579135 -4.053860 -3.862562 -3.898985 -3.531231 -3.577192 -3.581032 -3.059600
0.025344 -3.674099 -3.781066 -3.524406 -4.482038 -4.591863 -4.057341 -3.865301 -3.902740 -3.531379 -3.583599 -3.590422 -3.061093
0.022902 -3.691035 -3.798550 -3.535964 -4.490654 -4.604591 -4.060822 -3.868039 -3.906496 -3.531527 -3.590006 -3.599811 -3.062587
0.020466 -3.707971 -3.816033 -3.547521 -4.499270 -4.617319 -4.064304 -3.870778 -3.910252 -3.531674 -3.596414 -3.609201 -3.064081
0.018035 -3.724907 -3.833517 -3.559079 -4.507887 -4.630047 -4.067785 -3.873517 -3.914007 -3.531822 -3.602821 -3.618590 -3.065574
0.015610 -3.741844 -3.851001 -3.570636 -4.516503 -4.642775 -4.071267 -3.876255 -3.917763 -3.531970 -3.609228 -3.627979 -3.067068
