#Average star formation rate (SFR) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(SFR)[Msun]
7.478440 11.300000 1.716526
7.478440 11.350000 1.795337
7.478440 11.400000 1.874147
7.478440 11.450000 1.952958
7.478440 11.500000 2.031769
7.478440 11.550000 2.110541
7.478440 11.600000 2.189313
7.478440 11.650000 2.268085
7.478440 11.700000 2.346857
7.478440 11.750000 2.425567
7.478440 11.800000 2.504276
7.478440 11.850000 2.582986
7.478440 11.900000 2.661695
7.478440 11.950000 2.740275
7.478440 12.000000 2.818854
7.478440 12.050000 2.897434
7.478440 12.100000 2.976013
7.435002 11.000000 1.238537
7.435002 11.050000 1.317330
7.435002 11.100000 1.396123
7.435002 11.150000 1.474893
7.435002 11.200000 1.553664
7.435002 11.250000 1.632434
7.435002 11.300000 1.711204
7.435002 11.350000 1.789946
7.435002 11.400000 1.868688
7.435002 11.450000 1.947430
7.435002 11.500000 2.026172
7.435002 11.550000 2.104874
7.435002 11.600000 2.183576
7.435002 11.650000 2.262278
7.435002 11.700000 2.340980
7.435002 11.750000 2.419617
7.435002 11.800000 2.498254
7.435002 11.850000 2.576891
7.435002 11.900000 2.655528
7.435002 11.950000 2.734030
7.435002 12.000000 2.812531
7.435002 12.050000 2.891032
7.435002 12.100000 2.969534
7.435002 12.150000 3.047670
7.391565 11.000000 1.233626
7.391565 11.050000 1.312351
7.391565 11.100000 1.391075
7.391565 11.150000 1.469777
7.391565 11.200000 1.548479
7.391565 11.250000 1.627181
7.391565 11.300000 1.705883
7.391565 11.350000 1.784556
7.391565 11.400000 1.863229
7.391565 11.450000 1.941901
7.391565 11.500000 2.020574
7.391565 11.550000 2.099206
7.391565 11.600000 2.177838
7.391565 11.650000 2.256470
7.391565 11.700000 2.335102
7.391565 11.750000 2.413667
7.391565 11.800000 2.492232
7.391565 11.850000 2.570796
7.391565 11.900000 2.649361
7.391565 11.950000 2.727784
7.391565 12.000000 2.806207
7.391565 12.050000 2.884631
7.391565 12.100000 2.963054
7.391565 12.150000 3.041095
7.348127 11.000000 1.228715
7.348127 11.050000 1.307372
7.348127 11.100000 1.386028
7.348127 11.150000 1.464661
7.348127 11.200000 1.543295
7.348127 11.250000 1.621928
7.348127 11.300000 1.700562
7.348127 11.350000 1.779165
7.348127 11.400000 1.857769
7.348127 11.450000 1.936373
7.348127 11.500000 2.014976
7.348127 11.550000 2.093538
7.348127 11.600000 2.172100
7.348127 11.650000 2.250662
7.348127 11.700000 2.329224
7.348127 11.750000 2.407717
7.348127 11.800000 2.486209
7.348127 11.850000 2.564702
7.348127 11.900000 2.643194
7.348127 11.950000 2.721539
7.348127 12.000000 2.799884
7.348127 12.050000 2.878229
7.348127 12.100000 2.956574
7.348127 12.150000 3.034520
7.305357 11.000000 1.223222
7.305357 11.050000 1.301828
7.305357 11.100000 1.380434
7.305357 11.150000 1.459016
7.305357 11.200000 1.537599
7.305357 11.250000 1.616182
7.305357 11.300000 1.694764
7.305357 11.350000 1.773317
7.305357 11.400000 1.851869
7.305357 11.450000 1.930421
7.305357 11.500000 2.008974
7.305357 11.550000 2.087483
7.305357 11.600000 2.165993
7.305357 11.650000 2.244502
7.305357 11.700000 2.323011
7.305357 11.750000 2.401449
7.305357 11.800000 2.479886
7.305357 11.850000 2.558324
7.305357 11.900000 2.636761
7.305357 11.950000 2.715045
7.305357 12.000000 2.793328
7.305357 12.050000 2.871611
7.305357 12.100000 2.949894
7.305357 12.150000 3.027760
7.262586 11.000000 1.217728
7.262586 11.050000 1.296284
7.262586 11.100000 1.374840
7.262586 11.150000 1.453371
7.262586 11.200000 1.531903
7.262586 11.250000 1.610435
7.262586 11.300000 1.688967
7.262586 11.350000 1.767468
7.262586 11.400000 1.845969
7.262586 11.450000 1.924470
7.262586 11.500000 2.002971
7.262586 11.550000 2.081428
7.262586 11.600000 2.159885
7.262586 11.650000 2.238342
7.262586 11.700000 2.316799
7.262586 11.750000 2.395181
7.262586 11.800000 2.473564
7.262586 11.850000 2.551946
7.262586 11.900000 2.630329
7.262586 11.950000 2.708550
7.262586 12.000000 2.786772
7.262586 12.050000 2.864993
7.262586 12.100000 2.943215
7.262586 12.150000 3.021000
7.262586 12.200000 3.098786
7.219816 11.000000 1.212235
7.219816 11.050000 1.290740
7.219816 11.100000 1.369245
7.219816 11.150000 1.447726
7.219816 11.200000 1.526208
7.219816 11.250000 1.604689
7.219816 11.300000 1.683170
7.219816 11.350000 1.761620
7.219816 11.400000 1.840069
7.219816 11.450000 1.918519
7.219816 11.500000 1.996968
7.219816 11.550000 2.075373
7.219816 11.600000 2.153777
7.219816 11.650000 2.232182
7.219816 11.700000 2.310586
7.219816 11.750000 2.388914
7.219816 11.800000 2.467241
7.219816 11.850000 2.545569
7.219816 11.900000 2.623896
7.219816 11.950000 2.702056
7.219816 12.000000 2.780216
7.219816 12.050000 2.858376
7.219816 12.100000 2.936535
7.219816 12.150000 3.014240
7.219816 12.200000 3.091946
7.177703 11.000000 1.206188
7.177703 11.050000 1.284660
7.177703 11.100000 1.363132
7.177703 11.150000 1.441580
7.177703 11.200000 1.520028
7.177703 11.250000 1.598475
7.177703 11.300000 1.676923
7.177703 11.350000 1.755339
7.177703 11.400000 1.833754
7.177703 11.450000 1.912170
7.177703 11.500000 1.990585
7.177703 11.550000 2.068954
7.177703 11.600000 2.147324
7.177703 11.650000 2.225693
7.177703 11.700000 2.304062
7.177703 11.750000 2.382351
7.177703 11.800000 2.460640
7.177703 11.850000 2.538929
7.177703 11.900000 2.617219
7.177703 11.950000 2.695333
7.177703 12.000000 2.773447
7.177703 12.050000 2.851561
7.177703 12.100000 2.929675
7.177703 12.150000 3.007313
7.177703 12.200000 3.084952
7.135591 11.000000 1.200141
7.135591 11.050000 1.278580
7.135591 11.100000 1.357019
7.135591 11.150000 1.435433
7.135591 11.200000 1.513848
7.135591 11.250000 1.592262
7.135591 11.300000 1.670676
7.135591 11.350000 1.749058
7.135591 11.400000 1.827439
7.135591 11.450000 1.905821
7.135591 11.500000 1.984202
7.135591 11.550000 2.062536
7.135591 11.600000 2.140870
7.135591 11.650000 2.219203
7.135591 11.700000 2.297537
7.135591 11.750000 2.375788
7.135591 11.800000 2.454039
7.135591 11.850000 2.532290
7.135591 11.900000 2.610541
7.135591 11.950000 2.688610
7.135591 12.000000 2.766678
7.135591 12.050000 2.844746
7.135591 12.100000 2.922814
7.135591 12.150000 3.000386
7.135591 12.200000 3.077958
7.135591 12.250000 3.155529
7.093478 11.000000 1.194094
7.093478 11.050000 1.272500
7.093478 11.100000 1.350906
7.093478 11.150000 1.429287
7.093478 11.200000 1.507668
7.093478 11.250000 1.586049
7.093478 11.300000 1.664430
7.093478 11.350000 1.742777
7.093478 11.400000 1.821124
7.093478 11.450000 1.899472
7.093478 11.500000 1.977819
7.093478 11.550000 2.056118
7.093478 11.600000 2.134416
7.093478 11.650000 2.212714
7.093478 11.700000 2.291013
7.093478 11.750000 2.369226
7.093478 11.800000 2.447438
7.093478 11.850000 2.525651
7.093478 11.900000 2.603864
7.093478 11.950000 2.681886
7.093478 12.000000 2.759909
7.093478 12.050000 2.837932
7.093478 12.100000 2.915954
7.093478 12.150000 2.993459
7.093478 12.200000 3.070964
7.093478 12.250000 3.148469
7.052012 11.000000 1.187522
7.052012 11.050000 1.265912
7.052012 11.100000 1.344302
7.052012 11.150000 1.422666
7.052012 11.200000 1.501031
7.052012 11.250000 1.579395
7.052012 11.300000 1.657759
7.052012 11.350000 1.736090
7.052012 11.400000 1.814420
7.052012 11.450000 1.892750
7.052012 11.500000 1.971080
7.052012 11.550000 2.049360
7.052012 11.600000 2.127639
7.052012 11.650000 2.205919
7.052012 11.700000 2.284199
7.052012 11.750000 2.362390
7.052012 11.800000 2.440581
7.052012 11.850000 2.518771
7.052012 11.900000 2.596962
7.052012 11.950000 2.674954
7.052012 12.000000 2.752947
7.052012 12.050000 2.830939
7.052012 12.100000 2.908931
7.052012 12.150000 2.986382
7.052012 12.200000 3.063833
7.052012 12.250000 3.141285
7.010547 11.000000 1.180950
7.010547 11.050000 1.259324
7.010547 11.100000 1.337698
7.010547 11.150000 1.416046
7.010547 11.200000 1.494394
7.010547 11.250000 1.572741
7.010547 11.300000 1.651089
7.010547 11.350000 1.729402
7.010547 11.400000 1.807715
7.010547 11.450000 1.886028
7.010547 11.500000 1.964341
7.010547 11.550000 2.042602
7.010547 11.600000 2.120863
7.010547 11.650000 2.199124
7.010547 11.700000 2.277385
7.010547 11.750000 2.355554
7.010547 11.800000 2.433723
7.010547 11.850000 2.511892
7.010547 11.900000 2.590061
7.010547 11.950000 2.668023
7.010547 12.000000 2.745984
7.010547 12.050000 2.823946
7.010547 12.100000 2.901908
7.010547 12.150000 2.979305
7.010547 12.200000 3.056703
7.010547 12.250000 3.134100
6.969082 11.000000 1.174379
6.969082 11.050000 1.252736
6.969082 11.100000 1.331094
6.969082 11.150000 1.409425
6.969082 11.200000 1.487757
6.969082 11.250000 1.566088
6.969082 11.300000 1.644419
6.969082 11.350000 1.722715
6.969082 11.400000 1.801010
6.969082 11.450000 1.879306
6.969082 11.500000 1.957601
6.969082 11.550000 2.035844
6.969082 11.600000 2.114086
6.969082 11.650000 2.192329
6.969082 11.700000 2.270571
6.969082 11.750000 2.348718
6.969082 11.800000 2.426865
6.969082 11.850000 2.505012
6.969082 11.900000 2.583159
6.969082 11.950000 2.661091
6.969082 12.000000 2.739022
6.969082 12.050000 2.816954
6.969082 12.100000 2.894885
6.969082 12.150000 2.972229
6.969082 12.200000 3.049572
6.969082 12.250000 3.126916
6.969082 12.300000 3.204260
6.928253 11.000000 1.167311
6.928253 11.050000 1.245669
6.928253 11.100000 1.324027
6.928253 11.150000 1.402358
6.928253 11.200000 1.480689
6.928253 11.250000 1.559020
6.928253 11.300000 1.637351
6.928253 11.350000 1.715646
6.928253 11.400000 1.793941
6.928253 11.450000 1.872235
6.928253 11.500000 1.950530
6.928253 11.550000 2.028770
6.928253 11.600000 2.107010
6.928253 11.650000 2.185250
6.928253 11.700000 2.263490
6.928253 11.750000 2.341631
6.928253 11.800000 2.419772
6.928253 11.850000 2.497913
6.928253 11.900000 2.576054
6.928253 11.950000 2.653970
6.928253 12.000000 2.731886
6.928253 12.050000 2.809801
6.928253 12.100000 2.887717
6.928253 12.150000 2.965020
6.928253 12.200000 3.042322
6.928253 12.250000 3.119624
6.928253 12.300000 3.196926
6.887425 11.000000 1.160242
6.887425 11.050000 1.238601
6.887425 11.100000 1.316959
6.887425 11.150000 1.395290
6.887425 11.200000 1.473621
6.887425 11.250000 1.551952
6.887425 11.300000 1.630284
6.887425 11.350000 1.708577
6.887425 11.400000 1.786871
6.887425 11.450000 1.865165
6.887425 11.500000 1.943459
6.887425 11.550000 2.021696
6.887425 11.600000 2.099934
6.887425 11.650000 2.178172
6.887425 11.700000 2.256409
6.887425 11.750000 2.334544
6.887425 11.800000 2.412679
6.887425 11.850000 2.490814
6.887425 11.900000 2.568948
6.887425 11.950000 2.646849
6.887425 12.000000 2.724749
6.887425 12.050000 2.802649
6.887425 12.100000 2.880550
6.887425 12.150000 2.957811
6.887425 12.200000 3.035071
6.887425 12.250000 3.112332
6.887425 12.300000 3.189593
6.846597 11.000000 1.153174
6.846597 11.050000 1.231533
6.846597 11.100000 1.309892
6.846597 11.150000 1.388223
6.846597 11.200000 1.466554
6.846597 11.250000 1.544885
6.846597 11.300000 1.623216
6.846597 11.350000 1.701509
6.846597 11.400000 1.779802
6.846597 11.450000 1.858095
6.846597 11.500000 1.936388
6.846597 11.550000 2.014623
6.846597 11.600000 2.092858
6.846597 11.650000 2.171093
6.846597 11.700000 2.249328
6.846597 11.750000 2.327457
6.846597 11.800000 2.405586
6.846597 11.850000 2.483714
6.846597 11.900000 2.561843
6.846597 11.950000 2.639728
6.846597 12.000000 2.717613
6.846597 12.050000 2.795497
6.846597 12.100000 2.873382
6.846597 12.150000 2.950601
6.846597 12.200000 3.027821
6.846597 12.250000 3.105040
6.846597 12.300000 3.182260
6.846597 12.350000 3.257502
6.806396 11.000000 1.145638
6.806396 11.050000 1.224013
6.806396 11.100000 1.302388
6.806396 11.150000 1.380735
6.806396 11.200000 1.459082
6.806396 11.250000 1.537429
6.806396 11.300000 1.615776
6.806396 11.350000 1.694084
6.806396 11.400000 1.772392
6.806396 11.450000 1.850700
6.806396 11.500000 1.929008
6.806396 11.550000 2.007257
6.806396 11.600000 2.085505
6.806396 11.650000 2.163754
6.806396 11.700000 2.242002
6.806396 11.750000 2.320140
6.806396 11.800000 2.398278
6.806396 11.850000 2.476416
6.806396 11.900000 2.554554
6.806396 11.950000 2.632437
6.806396 12.000000 2.710321
6.806396 12.050000 2.788204
6.806396 12.100000 2.866088
6.806396 12.150000 2.943277
6.806396 12.200000 3.020467
6.806396 12.250000 3.097656
6.806396 12.300000 3.174845
6.806396 12.350000 3.249981
6.766195 11.000000 1.138102
6.766195 11.050000 1.216493
6.766195 11.100000 1.294885
6.766195 11.150000 1.373248
6.766195 11.200000 1.451611
6.766195 11.250000 1.529974
6.766195 11.300000 1.608336
6.766195 11.350000 1.686660
6.766195 11.400000 1.764983
6.766195 11.450000 1.843306
6.766195 11.500000 1.921629
6.766195 11.550000 1.999891
6.766195 11.600000 2.078152
6.766195 11.650000 2.156414
6.766195 11.700000 2.234676
6.766195 11.750000 2.312823
6.766195 11.800000 2.390970
6.766195 11.850000 2.469118
6.766195 11.900000 2.547265
6.766195 11.950000 2.625147
6.766195 12.000000 2.703029
6.766195 12.050000 2.780911
6.766195 12.100000 2.858793
6.766195 12.150000 2.935953
6.766195 12.200000 3.013112
6.766195 12.250000 3.090272
6.766195 12.300000 3.167431
6.766195 12.350000 3.242461
6.725995 11.000000 1.130565
6.725995 11.050000 1.208973
6.725995 11.100000 1.287382
6.725995 11.150000 1.365760
6.725995 11.200000 1.444139
6.725995 11.250000 1.522518
6.725995 11.300000 1.600897
6.725995 11.350000 1.679235
6.725995 11.400000 1.757573
6.725995 11.450000 1.835911
6.725995 11.500000 1.914250
6.725995 11.550000 1.992525
6.725995 11.600000 2.070800
6.725995 11.650000 2.149075
6.725995 11.700000 2.227350
6.725995 11.750000 2.305507
6.725995 11.800000 2.383663
6.725995 11.850000 2.461819
6.725995 11.900000 2.539976
6.725995 11.950000 2.617857
6.725995 12.000000 2.695738
6.725995 12.050000 2.773618
6.725995 12.100000 2.851499
6.725995 12.150000 2.928629
6.725995 12.200000 3.005758
6.725995 12.250000 3.082888
6.725995 12.300000 3.160017
6.725995 12.350000 3.234940
6.686412 11.000000 1.122589
6.686412 11.050000 1.201029
6.686412 11.100000 1.279469
6.686412 11.150000 1.357879
6.686412 11.200000 1.436290
6.686412 11.250000 1.514700
6.686412 11.300000 1.593110
6.686412 11.350000 1.671479
6.686412 11.400000 1.749848
6.686412 11.450000 1.828217
6.686412 11.500000 1.906586
6.686412 11.550000 1.984889
6.686412 11.600000 2.063193
6.686412 11.650000 2.141497
6.686412 11.700000 2.219801
6.686412 11.750000 2.297981
6.686412 11.800000 2.376162
6.686412 11.850000 2.454342
6.686412 11.900000 2.532523
6.686412 11.950000 2.610416
6.686412 12.000000 2.688309
6.686412 12.050000 2.766202
6.686412 12.100000 2.844095
6.686412 12.150000 2.921206
6.686412 12.200000 2.998316
6.686412 12.250000 3.075426
6.686412 12.300000 3.152537
6.686412 12.350000 3.227358
6.686412 12.400000 3.302179
6.646829 11.000000 1.114612
6.646829 11.050000 1.193084
6.646829 11.100000 1.271556
6.646829 11.150000 1.349998
6.646829 11.200000 1.428440
6.646829 11.250000 1.506882
6.646829 11.300000 1.585324
6.646829 11.350000 1.663723
6.646829 11.400000 1.742123
6.646829 11.450000 1.820522
6.646829 11.500000 1.898922
6.646829 11.550000 1.977254
6.646829 11.600000 2.055586
6.646829 11.650000 2.133919
6.646829 11.700000 2.212251
6.646829 11.750000 2.290456
6.646829 11.800000 2.368661
6.646829 11.850000 2.446865
6.646829 11.900000 2.525070
6.646829 11.950000 2.602975
6.646829 12.000000 2.680881
6.646829 12.050000 2.758786
6.646829 12.100000 2.836692
6.646829 12.150000 2.913783
6.646829 12.200000 2.990874
6.646829 12.250000 3.067965
6.646829 12.300000 3.145056
6.646829 12.350000 3.219776
6.646829 12.400000 3.294495
6.607246 11.000000 1.106635
6.607246 11.050000 1.185139
6.607246 11.100000 1.263644
6.607246 11.150000 1.342117
6.607246 11.200000 1.420590
6.607246 11.250000 1.499064
6.607246 11.300000 1.577537
6.607246 11.350000 1.655967
6.607246 11.400000 1.734397
6.607246 11.450000 1.812828
6.607246 11.500000 1.891258
6.607246 11.550000 1.969619
6.607246 11.600000 2.047980
6.607246 11.650000 2.126341
6.607246 11.700000 2.204702
6.607246 11.750000 2.282931
6.607246 11.800000 2.361160
6.607246 11.850000 2.439388
6.607246 11.900000 2.517617
6.607246 11.950000 2.595535
6.607246 12.000000 2.673453
6.607246 12.050000 2.751370
6.607246 12.100000 2.829288
6.607246 12.150000 2.906360
6.607246 12.200000 2.983432
6.607246 12.250000 3.060504
6.607246 12.300000 3.137576
6.607246 12.350000 3.212193
6.607246 12.400000 3.286810
6.568271 11.000000 1.098245
6.568271 11.050000 1.176797
6.568271 11.100000 1.255348
6.568271 11.150000 1.333869
6.568271 11.200000 1.412389
6.568271 11.250000 1.490909
6.568271 11.300000 1.569429
6.568271 11.350000 1.647905
6.568271 11.400000 1.726381
6.568271 11.450000 1.804856
6.568271 11.500000 1.883332
6.568271 11.550000 1.961737
6.568271 11.600000 2.040142
6.568271 11.650000 2.118546
6.568271 11.700000 2.196951
6.568271 11.750000 2.275218
6.568271 11.800000 2.353485
6.568271 11.850000 2.431753
6.568271 11.900000 2.510020
6.568271 11.950000 2.587963
6.568271 12.000000 2.665906
6.568271 12.050000 2.743849
6.568271 12.100000 2.821792
6.568271 12.150000 2.898855
6.568271 12.200000 2.975918
6.568271 12.250000 3.052980
6.568271 12.300000 3.130043
6.568271 12.350000 3.204562
6.568271 12.400000 3.279080
6.529297 11.000000 1.089855
6.529297 11.050000 1.168454
6.529297 11.100000 1.247053
6.529297 11.150000 1.325620
6.529297 11.200000 1.404187
6.529297 11.250000 1.482754
6.529297 11.300000 1.561321
6.529297 11.350000 1.639842
6.529297 11.400000 1.718364
6.529297 11.450000 1.796885
6.529297 11.500000 1.875407
6.529297 11.550000 1.953855
6.529297 11.600000 2.032303
6.529297 11.650000 2.110752
6.529297 11.700000 2.189200
6.529297 11.750000 2.267505
6.529297 11.800000 2.345811
6.529297 11.850000 2.424117
6.529297 11.900000 2.502423
6.529297 11.950000 2.580391
6.529297 12.000000 2.658360
6.529297 12.050000 2.736328
6.529297 12.100000 2.814297
6.529297 12.150000 2.891350
6.529297 12.200000 2.968403
6.529297 12.250000 3.045457
6.529297 12.300000 3.122510
6.529297 12.350000 3.196930
6.529297 12.400000 3.271350
6.529297 12.450000 3.345771
6.490323 11.000000 1.081465
6.490323 11.050000 1.160112
6.490323 11.100000 1.238758
6.490323 11.150000 1.317372
6.490323 11.200000 1.395985
6.490323 11.250000 1.474599
6.490323 11.300000 1.553213
6.490323 11.350000 1.631780
6.490323 11.400000 1.710347
6.490323 11.450000 1.788914
6.490323 11.500000 1.867482
6.490323 11.550000 1.945973
6.490323 11.600000 2.024465
6.490323 11.650000 2.102957
6.490323 11.700000 2.181449
6.490323 11.750000 2.259793
6.490323 11.800000 2.338137
6.490323 11.850000 2.416481
6.490323 11.900000 2.494825
6.490323 11.950000 2.572819
6.490323 12.000000 2.650813
6.490323 12.050000 2.728807
6.490323 12.100000 2.806801
6.490323 12.150000 2.883845
6.490323 12.200000 2.960889
6.490323 12.250000 3.037933
6.490323 12.300000 3.114977
6.490323 12.350000 3.189299
6.490323 12.400000 3.263621
6.490323 12.450000 3.337942
6.451947 11.000000 1.072690
6.451947 11.050000 1.151398
6.451947 11.100000 1.230106
6.451947 11.150000 1.308782
6.451947 11.200000 1.387457
6.451947 11.250000 1.466132
6.451947 11.300000 1.544807
6.451947 11.350000 1.623435
6.451947 11.400000 1.702063
6.451947 11.450000 1.780690
6.451947 11.500000 1.859318
6.451947 11.550000 1.937867
6.451947 11.600000 2.016417
6.451947 11.650000 2.094967
6.451947 11.700000 2.173517
6.451947 11.750000 2.251913
6.451947 11.800000 2.330310
6.451947 11.850000 2.408706
6.451947 11.900000 2.487103
6.451947 11.950000 2.565134
6.451947 12.000000 2.643166
6.451947 12.050000 2.721198
6.451947 12.100000 2.799230
6.451947 12.150000 2.876274
6.451947 12.200000 2.953318
6.451947 12.250000 3.030362
6.451947 12.300000 3.107406
6.451947 12.350000 3.181631
6.451947 12.400000 3.255857
6.451947 12.450000 3.330082
6.413572 11.000000 1.063914
6.413572 11.050000 1.142684
6.413572 11.100000 1.221455
6.413572 11.150000 1.300192
6.413572 11.200000 1.378928
6.413572 11.250000 1.457665
6.413572 11.300000 1.536402
6.413572 11.350000 1.615090
6.413572 11.400000 1.693778
6.413572 11.450000 1.772466
6.413572 11.500000 1.851154
6.413572 11.550000 1.929762
6.413572 11.600000 2.008369
6.413572 11.650000 2.086977
6.413572 11.700000 2.165585
6.413572 11.750000 2.244034
