#Average black hole accretion rate (BHAR) to average star formation rate (SFR) ratio as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR/SFR)@log(Mpeak)=12 log10(BHAR/SFR)_16@log(Mpeak)=12 log10(BHAR/SFR)_84@log(Mpeak)=12 log10(BHAR/SFR)@log(Mpeak)=13 log10(BHAR/SFR)_16@log(Mpeak)=13 log10(BHAR/SFR)_84@log(Mpeak)=13 log10(BHAR/SFR)@log(Mpeak)=14 log10(BHAR/SFR)_16@log(Mpeak)=14 log10(BHAR/SFR)_84@log(Mpeak)=14 log10(BHAR/SFR)@log(Mpeak)=15 log10(BHAR/SFR)_16@log(Mpeak)=15 log10(BHAR/SFR)_84@log(Mpeak)=15
0.411412 -3.039355 -3.044200 -2.800638 -3.079271 -3.069949 -2.668818 -2.462716 -2.392138 -1.814699 -1.119450 -1.025285 -0.371088
0.408050 -3.040118 -3.044754 -2.801327 -3.081523 -3.071951 -2.669650 -2.459397 -2.387887 -1.811538 -1.116912 -1.021589 -0.367150
0.404696 -3.040939 -3.045369 -2.802076 -3.083816 -3.073980 -2.670525 -2.456131 -2.383762 -1.808305 -1.114455 -1.017986 -0.363254
0.401350 -3.041849 -3.046080 -2.802913 -3.086172 -3.076050 -2.671466 -2.452946 -2.379827 -1.804960 -1.112120 -1.014525 -0.359421
0.398012 -3.042759 -3.046790 -2.803751 -3.088527 -3.078120 -2.672407 -2.449761 -2.375893 -1.801615 -1.109785 -1.011064 -0.355589
0.394682 -3.043669 -3.047500 -2.804589 -3.090883 -3.080191 -2.673348 -2.446576 -2.371958 -1.798271 -1.107451 -1.007602 -0.351756
0.391360 -3.044579 -3.048211 -2.805427 -3.093238 -3.082261 -2.674289 -2.443391 -2.368023 -1.794926 -1.105116 -1.004141 -0.347923
0.388046 -3.045489 -3.048921 -2.806264 -3.095594 -3.084331 -2.675230 -2.440205 -2.364088 -1.791581 -1.102781 -1.000680 -0.344091
0.384740 -3.046399 -3.049631 -2.807102 -3.097950 -3.086401 -2.676171 -2.437020 -2.360154 -1.788236 -1.100447 -0.997219 -0.340258
0.381441 -3.047448 -3.050479 -2.808041 -3.100403 -3.088536 -2.677176 -2.433953 -2.356234 -1.784956 -1.098288 -0.993928 -0.336529
0.378151 -3.048513 -3.051342 -2.808990 -3.102867 -3.090678 -2.678188 -2.430898 -2.352317 -1.781683 -1.096148 -0.990656 -0.332812
0.374868 -3.049577 -3.052204 -2.809939 -3.105330 -3.092820 -2.679200 -2.427844 -2.348400 -1.778411 -1.094008 -0.987384 -0.329095
0.371593 -3.050642 -3.053067 -2.810889 -3.107794 -3.094962 -2.680212 -2.424789 -2.344482 -1.775138 -1.091868 -0.984112 -0.325378
0.368326 -3.051706 -3.053930 -2.811838 -3.110258 -3.097104 -2.681224 -2.421735 -2.340565 -1.771865 -1.089728 -0.980840 -0.321660
0.365067 -3.052771 -3.054793 -2.812788 -3.112722 -3.099246 -2.682236 -2.418680 -2.336648 -1.768592 -1.087588 -0.977568 -0.317943
0.361815 -3.053903 -3.055725 -2.813793 -3.115233 -3.101419 -2.683311 -2.415678 -2.332778 -1.765346 -1.085526 -0.974390 -0.314259
0.358572 -3.055134 -3.056759 -2.814880 -3.117813 -3.103636 -2.684480 -2.412754 -2.328977 -1.762139 -1.083578 -0.971347 -0.310624
0.355336 -3.056364 -3.057793 -2.815968 -3.120393 -3.105854 -2.685649 -2.409830 -2.325176 -1.758933 -1.081631 -0.968305 -0.306989
0.352107 -3.057595 -3.058828 -2.817055 -3.122973 -3.108072 -2.686819 -2.406906 -2.321376 -1.755727 -1.079684 -0.965262 -0.303354
0.348887 -3.058826 -3.059862 -2.818142 -3.125554 -3.110289 -2.687988 -2.403982 -2.317575 -1.752521 -1.077737 -0.962220 -0.299720
0.345674 -3.060056 -3.060896 -2.819229 -3.128134 -3.112507 -2.689157 -2.401057 -2.313775 -1.749314 -1.075789 -0.959177 -0.296085
0.342468 -3.061287 -3.061930 -2.820317 -3.130714 -3.114725 -2.690326 -2.398133 -2.309974 -1.746108 -1.073842 -0.956135 -0.292450
0.339271 -3.062679 -3.063130 -2.821483 -3.133406 -3.117038 -2.691589 -2.395327 -2.306318 -1.742846 -1.072069 -0.953340 -0.288796
0.336081 -3.064088 -3.064345 -2.822658 -3.136108 -3.119361 -2.692862 -2.392532 -2.302676 -1.739578 -1.070312 -0.950570 -0.285141
0.332898 -3.065496 -3.065561 -2.823832 -3.138811 -3.121683 -2.694135 -2.389737 -2.299034 -1.736310 -1.068556 -0.947800 -0.281486
0.329723 -3.066905 -3.066776 -2.825007 -3.141513 -3.124006 -2.695408 -2.386942 -2.295392 -1.733043 -1.066800 -0.945029 -0.277831
0.326556 -3.068313 -3.067992 -2.826181 -3.144216 -3.126329 -2.696681 -2.384147 -2.291750 -1.729775 -1.065043 -0.942259 -0.274175
0.323396 -3.069722 -3.069207 -2.827356 -3.146918 -3.128651 -2.697953 -2.381352 -2.288108 -1.726507 -1.063287 -0.939489 -0.270520
0.320244 -3.071203 -3.070516 -2.828559 -3.149674 -3.131002 -2.699287 -2.378610 -2.284519 -1.723218 -1.061610 -0.936718 -0.266843
0.317099 -3.072788 -3.071957 -2.829803 -3.152505 -3.133393 -2.700707 -2.375943 -2.281004 -1.719897 -1.060044 -0.933948 -0.263135
0.313962 -3.074372 -3.073398 -2.831046 -3.155337 -3.135784 -2.702127 -2.373276 -2.277489 -1.716576 -1.058478 -0.931178 -0.259427
0.310832 -3.075957 -3.074840 -2.832290 -3.158168 -3.138175 -2.703547 -2.370609 -2.273974 -1.713255 -1.056912 -0.928407 -0.255719
0.307710 -3.077541 -3.076281 -2.833533 -3.160999 -3.140566 -2.704967 -2.367941 -2.270459 -1.709934 -1.055346 -0.925637 -0.252012
0.304595 -3.079126 -3.077722 -2.834777 -3.163830 -3.142957 -2.706387 -2.365274 -2.266944 -1.706613 -1.053781 -0.922867 -0.248304
0.301487 -3.080710 -3.079163 -2.836021 -3.166662 -3.145348 -2.707807 -2.362607 -2.263430 -1.703292 -1.052215 -0.920096 -0.244596
0.298387 -3.082471 -3.080787 -2.837355 -3.169614 -3.147748 -2.709313 -2.360055 -2.260100 -1.700045 -1.050824 -0.917530 -0.241116
0.295294 -3.084246 -3.082427 -2.838698 -3.172578 -3.150149 -2.710825 -2.357514 -2.256787 -1.696804 -1.049449 -0.914980 -0.237656
0.292209 -3.086022 -3.084067 -2.840040 -3.175541 -3.152550 -2.712338 -2.354972 -2.253474 -1.693564 -1.048073 -0.912431 -0.234195
0.289131 -3.087797 -3.085707 -2.841383 -3.178504 -3.154950 -2.713851 -2.352431 -2.250160 -1.690323 -1.046698 -0.909882 -0.230735
0.286061 -3.089573 -3.087347 -2.842725 -3.181467 -3.157351 -2.715364 -2.349889 -2.246847 -1.687082 -1.045322 -0.907333 -0.227275
0.282997 -3.091348 -3.088987 -2.844067 -3.184430 -3.159752 -2.716877 -2.347347 -2.243534 -1.683842 -1.043947 -0.904784 -0.223814
0.279941 -3.093215 -3.090726 -2.845487 -3.187453 -3.162179 -2.718397 -2.344859 -2.240270 -1.680650 -1.042652 -0.902394 -0.220359
0.276892 -3.095205 -3.092600 -2.847009 -3.190558 -3.164642 -2.719929 -2.342441 -2.237073 -1.677523 -1.041468 -0.900221 -0.216910
0.273851 -3.097195 -3.094473 -2.848532 -3.193662 -3.167104 -2.721460 -2.340024 -2.233876 -1.674397 -1.040283 -0.898047 -0.213461
0.270817 -3.099185 -3.096347 -2.850054 -3.196766 -3.169566 -2.722992 -2.337606 -2.230680 -1.671271 -1.039099 -0.895873 -0.210012
0.267790 -3.101175 -3.098221 -2.851577 -3.199870 -3.172029 -2.724523 -2.335189 -2.227483 -1.668145 -1.037914 -0.893700 -0.206562
0.264770 -3.103165 -3.100094 -2.853099 -3.202974 -3.174491 -2.726055 -2.332772 -2.224286 -1.665018 -1.036730 -0.891526 -0.203113
0.261757 -3.105155 -3.101968 -2.854622 -3.206078 -3.176953 -2.727586 -2.330354 -2.221090 -1.661892 -1.035545 -0.889352 -0.199664
0.258752 -3.107368 -3.104085 -2.856316 -3.209319 -3.179501 -2.729309 -2.328050 -2.218046 -1.658684 -1.034539 -0.887365 -0.196167
0.255753 -3.109598 -3.106220 -2.858024 -3.212571 -3.182056 -2.731047 -2.325755 -2.215014 -1.655471 -1.033547 -0.885392 -0.192666
0.252762 -3.111828 -3.108356 -2.859731 -3.215822 -3.184610 -2.732785 -2.323460 -2.211983 -1.652257 -1.032555 -0.883418 -0.189165
0.249778 -3.114057 -3.110491 -2.861438 -3.219074 -3.187165 -2.734522 -2.321164 -2.208951 -1.649043 -1.031563 -0.881445 -0.185664
0.246801 -3.116287 -3.112626 -2.863146 -3.222325 -3.189720 -2.736260 -2.318869 -2.205919 -1.645829 -1.030571 -0.879472 -0.182163
0.243832 -3.118517 -3.114761 -2.864853 -3.225576 -3.192274 -2.737998 -2.316574 -2.202887 -1.642615 -1.029579 -0.877499 -0.178662
0.240869 -3.120860 -3.117015 -2.866636 -3.228892 -3.194863 -2.739794 -2.314330 -2.199920 -1.639306 -1.028671 -0.875669 -0.175144
0.237913 -3.123351 -3.119423 -2.868517 -3.232291 -3.197497 -2.741668 -2.312152 -2.197037 -1.635872 -1.027873 -0.874025 -0.171605
0.234965 -3.125841 -3.121830 -2.870399 -3.235691 -3.200131 -2.743541 -2.309975 -2.194155 -1.632439 -1.027075 -0.872381 -0.168066
0.232023 -3.128332 -3.124237 -2.872280 -3.239090 -3.202765 -2.745414 -2.307798 -2.191272 -1.629005 -1.026278 -0.870737 -0.164527
0.229088 -3.130822 -3.126645 -2.874161 -3.242490 -3.205399 -2.747287 -2.305620 -2.188389 -1.625571 -1.025480 -0.869093 -0.160987
0.226161 -3.133313 -3.129052 -2.876042 -3.245889 -3.208034 -2.749161 -2.303443 -2.185506 -1.622138 -1.024682 -0.867449 -0.157448
0.223240 -3.135803 -3.131460 -2.877924 -3.249288 -3.210668 -2.751034 -2.301266 -2.182623 -1.618704 -1.023884 -0.865806 -0.153909
0.220326 -3.138579 -3.134134 -2.879979 -3.252850 -3.213429 -2.752936 -2.299198 -2.179872 -1.615323 -1.023274 -0.864535 -0.150311
0.217420 -3.141372 -3.136824 -2.882045 -3.256421 -3.216198 -2.754840 -2.297137 -2.177130 -1.611946 -1.022676 -0.863287 -0.146709
0.214520 -3.144166 -3.139515 -2.884111 -3.259993 -3.218968 -2.756745 -2.295077 -2.174387 -1.608568 -1.022077 -0.862040 -0.143107
0.211627 -3.146960 -3.142206 -2.886177 -3.263565 -3.221737 -2.758649 -2.293016 -2.171645 -1.605191 -1.021479 -0.860793 -0.139505
0.208741 -3.149754 -3.144897 -2.888243 -3.267137 -3.224506 -2.760553 -2.290955 -2.168903 -1.601814 -1.020880 -0.859545 -0.135903
0.205862 -3.152547 -3.147588 -2.890309 -3.270708 -3.227276 -2.762457 -2.288894 -2.166160 -1.598436 -1.020282 -0.858298 -0.132300
0.202989 -3.155494 -3.150446 -2.892460 -3.274358 -3.230143 -2.764335 -2.286884 -2.163444 -1.595089 -1.019775 -0.857146 -0.128775
0.200124 -3.158630 -3.153511 -2.894717 -3.278104 -3.233133 -2.766180 -2.284937 -2.160759 -1.591779 -1.019382 -0.856113 -0.125346
0.197265 -3.161767 -3.156576 -2.896973 -3.281850 -3.236123 -2.768025 -2.282990 -2.158075 -1.588468 -1.018990 -0.855081 -0.121917
0.194413 -3.164903 -3.159641 -2.899230 -3.285596 -3.239112 -2.769870 -2.281042 -2.155391 -1.585158 -1.018597 -0.854048 -0.118488
0.191568 -3.168040 -3.162706 -2.901486 -3.289342 -3.242102 -2.771715 -2.279095 -2.152706 -1.581848 -1.018204 -0.853015 -0.115059
0.188730 -3.171176 -3.165771 -2.903743 -3.293088 -3.245092 -2.773560 -2.277148 -2.150022 -1.578538 -1.017811 -0.851982 -0.111629
0.185899 -3.174313 -3.168836 -2.905999 -3.296834 -3.248082 -2.775405 -2.275200 -2.147338 -1.575228 -1.017419 -0.850949 -0.108200
0.183074 -3.177832 -3.172306 -2.908353 -3.300754 -3.251226 -2.777559 -2.273358 -2.144744 -1.572080 -1.017230 -0.850078 -0.104847
0.180256 -3.181371 -3.175797 -2.910711 -3.304683 -3.254378 -2.779729 -2.271522 -2.142155 -1.568941 -1.017052 -0.849216 -0.101498
0.177445 -3.184910 -3.179288 -2.913070 -3.308612 -3.257530 -2.781900 -2.269685 -2.139566 -1.565802 -1.016874 -0.848353 -0.098149
0.174640 -3.188450 -3.182779 -2.915429 -3.312542 -3.260682 -2.784070 -2.267849 -2.136977 -1.562663 -1.016695 -0.847491 -0.094800
0.171842 -3.191989 -3.186270 -2.917787 -3.316471 -3.263834 -2.786240 -2.266012 -2.134388 -1.559524 -1.016517 -0.846629 -0.091451
0.169051 -3.195528 -3.189761 -2.920146 -3.320400 -3.266986 -2.788410 -2.264176 -2.131798 -1.556385 -1.016339 -0.845766 -0.088101
0.166266 -3.199281 -3.193482 -2.922628 -3.324414 -3.270344 -2.790530 -2.262389 -2.129341 -1.553253 -1.016265 -0.845081 -0.084753
0.163488 -3.203290 -3.197479 -2.925257 -3.328529 -3.273948 -2.792588 -2.260662 -2.127040 -1.550129 -1.016314 -0.844609 -0.081405
0.160717 -3.207299 -3.201475 -2.927887 -3.332644 -3.277551 -2.794646 -2.258934 -2.124740 -1.547005 -1.016364 -0.844136 -0.078057
0.157952 -3.211307 -3.205471 -2.930517 -3.336758 -3.281155 -2.796705 -2.257207 -2.122439 -1.543881 -1.016414 -0.843663 -0.074709
0.155194 -3.215316 -3.209468 -2.933147 -3.340873 -3.284759 -2.798763 -2.255480 -2.120139 -1.540757 -1.016463 -0.843191 -0.071361
0.152442 -3.219325 -3.213464 -2.935777 -3.344988 -3.288363 -2.800821 -2.253753 -2.117838 -1.537633 -1.016513 -0.842718 -0.068013
0.149697 -3.223333 -3.217460 -2.938406 -3.349103 -3.291966 -2.802880 -2.252025 -2.115538 -1.534510 -1.016563 -0.842245 -0.064665
0.146959 -3.227813 -3.221863 -2.941258 -3.353356 -3.295945 -2.804565 -2.250396 -2.113508 -1.531380 -1.016845 -0.842206 -0.061417
0.144227 -3.232312 -3.226283 -2.944120 -3.357615 -3.299940 -2.806235 -2.248771 -2.111490 -1.528250 -1.017137 -0.842185 -0.058174
0.141501 -3.236811 -3.230702 -2.946981 -3.361874 -3.303935 -2.807905 -2.247146 -2.109472 -1.525120 -1.017430 -0.842163 -0.054930
0.138782 -3.241310 -3.235122 -2.949842 -3.366133 -3.307930 -2.809575 -2.245520 -2.107454 -1.521990 -1.017722 -0.842142 -0.051687
0.136070 -3.245809 -3.239541 -2.952704 -3.370392 -3.311925 -2.811245 -2.243895 -2.105436 -1.518860 -1.018014 -0.842121 -0.048443
0.133364 -3.250308 -3.243961 -2.955565 -3.374651 -3.315920 -2.812915 -2.242270 -2.103418 -1.515730 -1.018306 -0.842100 -0.045200
0.130664 -3.255094 -3.248650 -2.958569 -3.378978 -3.320006 -2.814534 -2.240691 -2.101575 -1.512615 -1.018721 -0.842100 -0.042010
0.127971 -3.260210 -3.253650 -2.961735 -3.383383 -3.324197 -2.816095 -2.239164 -2.099932 -1.509516 -1.019278 -0.842125 -0.038882
0.125284 -3.265327 -3.258650 -2.964902 -3.387789 -3.328389 -2.817657 -2.237638 -2.098290 -1.506417 -1.019835 -0.842150 -0.035755
0.122604 -3.270443 -3.263649 -2.968068 -3.392194 -3.332580 -2.819218 -2.236112 -2.096647 -1.503318 -1.020392 -0.842175 -0.032627
0.119930 -3.275559 -3.268649 -2.971235 -3.396599 -3.336771 -2.820779 -2.234586 -2.095005 -1.500220 -1.020949 -0.842200 -0.029500
0.117262 -3.280676 -3.273649 -2.974402 -3.401005 -3.340963 -2.822341 -2.233059 -2.093362 -1.497121 -1.021506 -0.842225 -0.026372
0.114601 -3.285792 -3.278649 -2.977568 -3.405410 -3.345154 -2.823902 -2.231533 -2.091719 -1.494022 -1.022063 -0.842250 -0.023244
0.111946 -3.291700 -3.284227 -2.981106 -3.409893 -3.349934 -2.825122 -2.230096 -2.090472 -1.491004 -1.022902 -0.842768 -0.020375
0.109297 -3.297631 -3.289823 -2.984656 -3.414379 -3.354731 -2.826332 -2.228662 -2.089237 -1.487989 -1.023750 -0.843301 -0.017514
0.106655 -3.303563 -3.295418 -2.988205 -3.418864 -3.359529 -2.827542 -2.227228 -2.088001 -1.484974 -1.024597 -0.843834 -0.014653
0.104019 -3.309494 -3.301014 -2.991755 -3.423349 -3.364326 -2.828751 -2.225794 -2.086766 -1.481958 -1.025445 -0.844366 -0.011792
0.101389 -3.315426 -3.306610 -2.995304 -3.427834 -3.369124 -2.829961 -2.224360 -2.085531 -1.478943 -1.026293 -0.844899 -0.008931
0.098766 -3.321357 -3.312206 -2.998853 -3.432320 -3.373921 -2.831171 -2.222926 -2.084295 -1.475928 -1.027141 -0.845432 -0.006070
0.096149 -3.325513 -3.316281 -3.001534 -3.436694 -3.376949 -2.834230 -2.221335 -2.082121 -1.473350 -1.027351 -0.845024 -0.002905
0.093538 -3.327706 -3.318674 -3.003255 -3.440946 -3.378019 -2.839332 -2.219570 -2.078908 -1.471255 -1.026857 -0.843577 0.000596
0.090933 -3.329899 -3.321068 -3.004976 -3.445197 -3.379090 -2.844434 -2.217806 -2.075695 -1.469161 -1.026362 -0.842130 0.004097
0.088334 -3.332092 -3.323462 -3.006697 -3.449449 -3.380161 -2.849536 -2.216042 -2.072482 -1.467066 -1.025868 -0.840683 0.007598
0.085742 -3.334285 -3.325856 -3.008418 -3.453700 -3.381231 -2.854638 -2.214278 -2.069270 -1.464972 -1.025374 -0.839236 0.011099
0.083156 -3.336478 -3.328250 -3.010138 -3.457952 -3.382302 -2.859740 -2.212514 -2.066057 -1.462877 -1.024879 -0.837789 0.014600
0.080576 -3.338671 -3.330643 -3.011859 -3.462204 -3.383373 -2.864843 -2.210750 -2.062844 -1.460782 -1.024385 -0.836342 0.018100
0.078002 -3.345608 -3.338085 -3.016120 -3.467246 -3.390762 -2.864995 -2.209517 -2.061517 -1.457805 -1.025660 -0.837034 0.021656
0.075434 -3.352641 -3.345627 -3.020431 -3.472304 -3.398279 -2.865049 -2.208295 -2.060228 -1.454810 -1.026970 -0.837768 0.025212
0.072872 -3.359674 -3.353170 -3.024743 -3.477363 -3.405795 -2.865102 -2.207073 -2.058938 -1.451815 -1.028279 -0.838503 0.028768
0.070317 -3.366707 -3.360713 -3.029054 -3.482421 -3.413312 -2.865155 -2.205851 -2.057649 -1.448820 -1.029589 -0.839237 0.032325
0.067768 -3.373740 -3.368256 -3.033366 -3.487479 -3.420829 -2.865209 -2.204629 -2.056360 -1.445825 -1.030899 -0.839972 0.035881
0.065224 -3.380773 -3.375798 -3.037677 -3.492538 -3.428345 -2.865262 -2.203407 -2.055071 -1.442830 -1.032209 -0.840707 0.039437
0.062687 -3.388031 -3.382976 -3.041988 -3.497464 -3.435646 -2.864372 -2.202211 -2.054209 -1.439700 -1.033690 -0.842789 0.042511
0.060156 -3.395526 -3.389765 -3.046299 -3.502251 -3.442718 -2.862482 -2.201042 -2.053801 -1.436427 -1.035351 -0.846302 0.045074
0.057630 -3.403022 -3.396554 -3.050609 -3.507037 -3.449791 -2.860592 -2.199873 -2.053394 -1.433154 -1.037012 -0.849815 0.047636
0.055111 -3.410518 -3.403344 -3.054919 -3.511824 -3.456863 -2.858702 -2.198704 -2.052986 -1.429880 -1.038674 -0.853329 0.050198
0.052598 -3.418013 -3.410133 -3.059229 -3.516611 -3.463935 -2.856812 -2.197535 -2.052578 -1.426607 -1.040335 -0.856842 0.052760
0.050091 -3.425509 -3.416922 -3.063539 -3.521397 -3.471007 -2.854922 -2.196367 -2.052170 -1.423334 -1.041997 -0.860355 0.055323
0.047589 -3.433005 -3.423712 -3.067849 -3.526184 -3.478080 -2.853032 -2.195198 -2.051763 -1.420061 -1.043658 -0.863868 0.057885
0.045094 -3.442128 -3.432316 -3.072542 -3.531162 -3.483108 -2.853887 -2.194122 -2.052052 -1.415928 -1.045747 -0.864409 0.060614
0.042605 -3.451266 -3.440939 -3.077238 -3.536143 -3.488117 -2.854768 -2.193046 -2.052349 -1.411787 -1.047839 -0.864921 0.063345
0.040121 -3.460405 -3.449561 -3.081934 -3.541124 -3.493125 -2.855649 -2.191971 -2.052645 -1.407646 -1.049932 -0.865432 0.066077
0.037644 -3.469544 -3.458184 -3.086630 -3.546104 -3.498134 -2.856531 -2.190896 -2.052941 -1.403505 -1.052024 -0.865944 0.068808
0.035172 -3.478683 -3.466806 -3.091326 -3.551085 -3.503142 -2.857412 -2.189820 -2.053238 -1.399364 -1.054117 -0.866456 0.071539
0.032706 -3.487822 -3.475429 -3.096023 -3.556065 -3.508151 -2.858293 -2.188745 -2.053534 -1.395223 -1.056209 -0.866967 0.074270
0.030247 -3.498175 -3.484371 -3.101225 -3.560772 -3.515079 -2.858124 -2.187692 -2.054384 -1.391837 -1.058544 -0.868515 0.076050
0.027793 -3.509766 -3.493640 -3.106943 -3.565199 -3.523963 -2.856885 -2.186661 -2.055799 -1.389222 -1.061125 -0.871119 0.076862
0.025344 -3.521357 -3.502909 -3.112662 -3.569626 -3.532847 -2.855645 -2.185630 -2.057213 -1.386606 -1.063706 -0.873723 0.077673
0.022902 -3.532948 -3.512177 -3.118380 -3.574053 -3.541732 -2.854406 -2.184599 -2.058628 -1.383990 -1.066288 -0.876327 0.078484
0.020466 -3.544539 -3.521446 -3.124098 -3.578480 -3.550616 -2.853166 -2.183568 -2.060042 -1.381375 -1.068869 -0.878930 0.079295
0.018035 -3.556130 -3.530715 -3.129817 -3.582907 -3.559500 -2.851926 -2.182537 -2.061456 -1.378759 -1.071450 -0.881534 0.080106
0.015610 -3.567721 -3.539983 -3.135535 -3.587334 -3.568385 -2.850687 -2.181506 -2.062871 -1.376143 -1.074031 -0.884138 0.080917
